language,x1,x2,x3,x4,x5
tuca1253,-,s,o,7,a
cube1242,-,h,u,-,a
cara1272,-,h,o,-,a
tuca1252,-,s,o,7,a
bara1380,t,S,u,-,a
tuyu1244,-,s,o,-,a
guan1269,-,s,o,7,a
tani1257,-,h,u,-,a
