language,x1,x2,x3,x4
cara1272,5,i,-,i
tuca1252,5,i,-,i
bara1380,5,i,-,i
desa1247,5,i,-,i
tuyu1244,5,i,-,i
guan1269,5,i,-,i
tani1257,n,e,7,i
kore1283,y,i,-,-
sion1247,s,i,-,-
orej1242,n,e,-,a
cube1242,5,e,m,i
