language,x1,x2,x3,x4,x5
cara1272,u,p,e,-,-
tuca1252,o,p,e,-,-
bara1380,o,h,e,-,-
desa1247,a,p,i,-,-
tuyu1244,o,p,e,-,a
guan1269,-,p,e,n,o
tani1257,u,p,e,-,-
kore1283,o,h,e,-,-
sion1247,o,h,e,-,-
seco1241,o,h,e,-,-
orej1242,o,h,e,-,-
cube1242,o,p,e,-,-
