language,x1,x2,x3
kore1283,3,m,3
sion1247,3,m,3
tuca1253,3,m,3
seco1241,3,m,3
orej1242,3,m,3
cube1242,3,m,3
cara1272,-,m,3
tuca1252,3,m,3
bara1380,3,m,3
desa1247,3,m,3
tuyu1244,3,m,3
guan1269,3,m,3
tani1257,3,m,3
