language,x1,x2,x3,x4
tuca1253,y,a,h,i
seco1241,y,a,-,i
orej1242,y,a,-,i
cube1242,y,a,-,i
cara1272,y,e,-,e
tuca1252,y,a,h,e
bara1380,y,e,h,e
desa1247,y,a,h,i
tuyu1244,y,e,-,e
guan1269,y,a,h,a
