language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
kore1283,k,h,o,h,i,-,-,-,-,-
sion1247,k,-,u,h,i,-,-,-,-,-
tuca1253,k,-,o,p,i,-,-,-,-,-
seco1241,k,-,o,h,i,-,-,-,-,-
orej1242,N,-,u,h,i,-,-,-,-,-
cube1242,k,-,o,p,i,-,-,-,-,-
cara1272,-,-,o,p,i,-,-,-,-,-
tuca1252,-,-,u,p,i,-,-,-,-,-
bara1380,g,-,u,h,i,-,-,-,-,-
tuyu1244,-,-,u,p,i,-,-,-,-,-
guan1269,-,-,-,p,i,d,i,a,k,a
tani1257,-,-,o,p,i,-,-,-,-,-
cure1236,k,-,o,h,i,-,-,-,-,-
