language,x1,x2,x3,x4
kore1283,w,3,7,e
sion1247,w,3,7,e
tuca1253,w,3,7,e
seco1241,w,3,7,e
orej1242,u,-,-,e
cube1242,w,3,-,e
cara1272,w,i,-,i
tuca1252,w,i,7,i
bara1380,w,-,-,i
desa1247,w,i,7,i
tuyu1244,w,i,-,i
guan1269,w,3,7,3
tani1257,w,i,7,i
cure1236,w,3,r,i
