language,x1,x2,x3,x4
kore1283,w,a,y,o
tuca1253,w,a,y,a
orej1242,b,e,y,o
tuca1252,w,a,s,a
bara1380,w,a,y,a
desa1247,w,a,y,a
guan1269,w,a,s,a
