language,x1,x2,x3,x4,x5,x6,x7
yuet1238,-,-,i,-,m,a,u
yuet1238,-,-,i,-,m,a,u
guan1279,-,-,i,-,m,o,u
guan1279,-,-,i,-,m,o,u
chen1267,-,-,i,-,m,a,u
chen1267,-,-,i,-,m,a,u
chan1326,-,-,i,-,m,a,u
chan1326,-,-,i,-,m,a,u
jina1245,-,-,-,-,m,-,o
jina1245,-,-,i,-,m,-,o
jina1245,-,-,i,-,m,-,o
taiy1243,-,-,i,-,m,a,u
taiy1243,-,-,i,-,m,a,u
beij1234,-,-,i,-,m,o,u
beij1234,-,-,i,-,m,o,u
haer1234,-,-,i,-,m,a,u
haer1234,-,-,i,-,m,a,u
rong1271,-,-,i,-,m,-,o
rong1271,-,-,i,-,m,-,o
nanj1234,-,-,i,-,m,-,o
nanj1234,-,-,i,-,m,-,o
nanc1254,-,-,i,-,m,a,u
nanc1254,-,-,i,-,m,a,u
xian1253,-,-,-,-,m,o,u
guil1241,-,-,-,-,m,o,u
loud1234,-,-,i,-,m,-,o
loud1234,-,-,i,-,m,-,o
jixi1238,-,-,-,-,m,-,o
jixi1238,-,-,i,-,m,-,o
jixi1238,-,-,i,-,m,-,o
suzh1234,-,-,-,-,m,E,-
suzh1234,-,-,i,-,m,E,-
suzh1234,-,-,i,-,m,E,-
ouji1238,-,-,-,-,m,3,-
ouji1238,v,-,u,-,m,3,-
ouji1238,v,-,u,-,m,3,-
fuzh1239,m,a,u,-,m,a,u
fuzh1239,m,a,u,-,m,a,u
fuzh1239,-,-,i,-,m,a,u
fuzh1239,-,-,i,-,m,a,u
xiam1236,s,-,i,t,m,-,N
xiam1236,s,-,i,t,m,-,N
