language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
yuet1238,t,h,u,N,-,-,v,-,u,t
yuet1238,t,h,u,N,-,-,v,-,u,t
guan1279,t,-,o,N,-,-,m,-,a,t
guan1279,t,-,o,N,-,-,m,-,a,t
chen1267,t,-,o,N,-,-,-,-,u,-
chen1267,t,-,o,N,-,-,-,-,u,-
chan1326,t,-,o,N,-,-,-,-,u,-
chan1326,t,-,o,N,-,-,-,-,u,-
jina1245,t,-,u,N,-,-,-,-,u,-
jina1245,t,-,u,N,-,-,-,-,u,-
taiy1243,t,-,u,N,-,-,v,-,3,-
taiy1243,t,-,u,N,-,-,v,-,3,-
beij1234,t,-,u,N,-,-,-,-,u,-
beij1234,t,-,u,N,-,-,-,-,u,-
haer1234,t,-,u,N,-,-,-,-,u,-
haer1234,t,-,u,N,-,-,-,-,u,-
rong1271,t,-,o,N,-,-,-,-,u,-
rong1271,t,-,o,N,-,-,-,-,u,-
nanj1234,t,-,o,N,-,-,-,-,u,7
nanj1234,t,-,o,N,-,-,-,-,u,7
nanc1254,t,h,u,N,-,-,-,-,u,-
nanc1254,t,h,u,N,-,-,-,-,u,-
xian1253,t,-,u,N,-,-,v,-,o,-
xian1253,t,-,u,N,-,-,v,-,o,-
guil1241,t,-,o,N,-,-,-,-,u,-
guil1241,t,-,o,N,-,-,-,-,u,-
loud1234,d,-,o,n,-,-,-,-,u,-
loud1234,d,-,o,n,-,-,-,-,u,-
jixi1238,t,h,o,v,-,-,-,-,o,7
jixi1238,t,h,o,v,-,-,-,-,o,7
suzh1234,t,s,o,N,-,-,s,-,a,-
suzh1234,t,s,o,N,-,-,s,-,a,-
ouji1238,d,-,o,N,-,-,v,a,i,-
ouji1238,d,-,o,N,-,-,v,a,i,-
fuzh1239,s,-,i,k,h,a,b,-,a,-
fuzh1239,s,-,i,k,h,a,b,-,a,-
fuzh1239,s,-,i,k,h,a,b,-,a,-
xiam1236,t,-,o,N,-,-,b,-,u,t
xiam1236,t,-,o,N,-,-,b,-,u,t
