language,x1,x2,x3,x4,x5,x6,x7,x8
yuet1238,k,-,-,i,-,-,-,-
guan1279,k,h,e,i,-,-,-,-
chen1267,t,h,-,a,-,-,-,-
chan1326,t,h,-,a,-,-,-,-
jina1245,t,h,-,a,-,-,-,-
taiy1243,t,h,-,a,-,-,-,-
beij1234,t,h,-,a,-,-,-,-
haer1234,t,h,-,a,-,-,-,-
rong1271,t,h,-,a,-,-,-,-
nanj1234,t,h,-,o,-,-,-,-
nanc1254,t,S,y,e,-,-,-,-
xian1253,t,h,-,o,-,-,-,-
guil1241,t,h,-,a,-,-,-,-
loud1234,t,h,-,o,-,-,-,-
jixi1238,-,k,-,i,-,-,-,-
suzh1234,-,l,-,i,-,-,-,-
ouji1238,-,g,e,i,-,-,-,-
fuzh1239,-,-,-,i,n,e,i,N
fuzh1239,-,-,-,i,n,e,i,N
fuzh1239,-,-,-,i,-,-,-,-
xiam1236,-,-,-,i,-,-,-,-
