language,x1,x2,x3,x4,x5,x6,x7,x8
yuet1238,k,w,a,t,s,-,u,N
yuet1238,k,w,a,t,s,-,u,N
guan1279,-,-,-,t,s,-,o,N
chen1267,-,-,-,t,s,-,o,N
chan1326,-,-,-,t,s,-,3,n
jina1245,-,-,-,t,S,-,u,N
taiy1243,-,-,-,t,s,-,u,N
beij1234,-,-,-,t,s,-,u,N
haer1234,-,-,-,t,s,-,u,N
rong1271,-,-,-,t,S,-,o,N
nanj1234,-,-,-,t,s,-,o,N
nanc1254,-,-,-,t,s,-,u,N
xian1253,-,-,-,p,f,-,3,N
guil1241,-,-,-,t,s,w,o,N
loud1234,-,-,-,t,-,-,o,n
jixi1238,-,-,-,t,s,-,o,-
suzh1234,-,-,-,-,h,-,E,-
ouji1238,-,-,-,v,-,-,3,-
ouji1238,-,-,-,t,S,y,o,-
fuzh1239,-,-,-,t,s,-,o,n
xiam1236,-,-,-,t,s,-,i,N
