language,x1,x2,x3,x4,x5,x6,x7
yuet1238,-,f,-,-,a,v,e
yuet1238,-,f,-,-,a,v,e
guan1279,-,f,-,-,a,-,-
chen1267,x,w,-,-,a,-,-
chan1326,-,f,-,-,a,-,-
jina1245,x,w,-,-,a,-,-
taiy1243,x,w,-,-,a,-,-
beij1234,x,w,-,-,a,-,-
haer1234,x,w,-,-,a,-,-
rong1271,x,w,-,-,a,-,-
nanj1234,x,w,-,-,o,-,-
nanc1254,-,f,-,-,a,-,-
xian1253,x,w,-,-,o,-,-
guil1241,-,f,-,-,a,-,-
loud1234,x,-,-,-,o,-,-
jixi1238,x,-,-,-,o,n,n
jixi1238,x,-,-,-,o,n,n
suzh1234,h,-,-,-,o,-,-
ouji1238,h,-,-,-,o,-,-
fuzh1239,h,w,-,-,a,-,-
xiam1236,h,w,-,-,e,-,-
xiam1236,h,w,e,y,a,-,-
xiam1236,h,w,e,y,a,-,-
