language,x1,x2,x3,x4
yuet1238,t,-,o,n
guan1279,t,-,i,n
chen1267,t,w,a,n
chan1326,t,-,o,-
jina1245,t,w,E,-
taiy1243,t,w,E,-
beij1234,t,w,a,n
haer1234,t,w,a,n
rong1271,t,-,a,n
nanj1234,t,w,o,-
nanc1254,t,-,o,n
xian1253,t,w,E,-
guil1241,t,w,a,-
loud1234,t,w,e,-
jixi1238,t,-,o,-
suzh1234,t,-,e,-
ouji1238,t,-,e,-
fuzh1239,t,-,e,i
xiam1236,t,-,e,-
