language,x1,x2,x3,x4,x5,x6,x7,x8
yuet1238,-,f,-,o,-,-,-,i
guan1279,-,f,-,w,-,-,-,i
chen1267,x,w,-,e,-,-,-,i
chan1326,-,f,-,e,-,-,-,i
jina1245,x,w,-,e,-,-,-,i
taiy1243,x,w,-,e,-,-,-,i
beij1234,x,w,-,e,-,-,-,i
haer1234,x,w,-,e,-,-,-,i
rong1271,x,w,-,e,-,-,-,i
nanj1234,x,w,-,e,-,-,-,i
nanc1254,-,f,-,3,-,-,-,i
xian1253,x,w,-,e,-,-,-,i
guil1241,-,f,-,e,-,-,-,i
loud1234,x,w,-,e,-,-,-,-
jixi1238,-,f,-,a,-,-,-,-
suzh1234,h,w,-,e,-,-,-,-
ouji1238,f,-,-,a,-,-,-,i
fuzh1239,h,w,-,o,-,-,-,i
fuzh1239,h,w,o,i,h,w,o,i
fuzh1239,h,w,o,i,h,w,o,i
xiam1236,h,-,-,-,-,-,-,e
