language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
yuet1238,p,h,-,i,-,k,-,-,u,N
yuet1238,p,h,-,i,-,k,-,-,u,N
guan1279,p,e,-,i,-,k,-,-,o,-
guan1279,p,e,-,i,-,k,-,-,o,-
chan1326,p,-,-,i,-,-,-,-,-,-
taiy1243,p,y,-,3,-,7,t,s,3,7
taiy1243,p,y,-,3,-,7,t,s,3,7
taiy1243,p,y,-,3,-,7,-,-,-,-
guil1241,p,-,-,i,-,k,-,h,o,n
guil1241,p,-,-,i,-,k,-,h,o,n
loud1234,p,h,-,i,d,y,-,-,o,-
loud1234,p,h,-,i,d,y,-,-,o,-
suzh1234,b,3,-,7,-,d,-,-,i,-
suzh1234,b,3,-,7,-,d,-,-,i,-
ouji1238,b,e,-,i,-,d,-,o,u,-
ouji1238,b,e,-,i,-,d,-,o,u,-
fuzh1239,p,h,-,E,-,i,-,-,-,-
xiam1236,p,h,y,E,-,-,-,-,-,-
xiam1236,p,h,y,E,-,y,-,-,a,-
xiam1236,p,h,y,E,-,y,-,-,a,-
