language,x1,x2,x3,x4,x5
yuet1238,t,s,-,o,k
yuet1238,t,s,-,a,-
guan1279,t,s,-,a,-
chen1267,t,s,w,a,-
chen1267,t,-,-,a,i
chen1267,p,-,-,a,-
chan1326,t,S,y,a,-
jina1245,t,S,w,a,-
taiy1243,t,s,w,a,-
beij1234,t,S,w,a,-
haer1234,t,-,-,a,u
haer1234,t,S,w,a,-
rong1271,t,S,w,a,-
nanj1234,t,s,w,o,-
nanc1254,t,s,w,a,-
xian1253,p,f,-,o,-
guil1241,t,s,w,o,-
loud1234,t,s,-,o,-
jixi1238,t,s,-,o,-
suzh1234,n,-,-,o,-
suzh1234,-,-,-,o,-
suzh1234,t,s,-,o,7
ouji1238,t,S,y,o,-
fuzh1239,t,s,w,a,-
fuzh1239,m,-,-,a,-
xiam1236,l,-,y,a,7
