language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
yuet1238,t,s,h,-,o,-,-,-,-,N,N,e
yuet1238,t,s,h,-,o,-,-,-,-,N,N,e
guan1279,t,s,h,-,E,-,-,-,-,N,-,-
taiy1243,t,s,h,-,o,-,t,s,3,7,-,-
taiy1243,t,s,h,-,o,-,t,s,3,7,-,-
xian1253,t,S,h,-,o,-,-,-,-,N,-,-
guil1241,t,s,-,-,o,N,t,s,e,-,-,-
guil1241,t,s,-,-,o,N,t,s,e,-,-,-
loud1234,t,-,h,-,o,-,-,-,-,N,-,-
jixi1238,t,S,h,y,o,-,-,-,-,-,-,-
suzh1234,d,-,-,-,3,u,-,-,a,-,-,-
suzh1234,d,-,-,-,3,u,-,-,a,-,-,-
ouji1238,d,-,-,-,e,i,d,Z,i,-,-,-
ouji1238,d,-,-,-,e,i,d,Z,i,-,-,-
fuzh1239,t,-,w,-,o,-,-,-,-,N,-,-
xiam1236,t,-,-,-,-,-,-,-,-,N,N,a
xiam1236,t,-,-,-,-,-,-,-,-,N,N,a
