language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
yuet1238,-,-,-,-,-,k,-,y,-,-,a,-,-,-,-,-,N,k,i,n
yuet1238,-,-,-,-,-,k,-,y,-,-,a,-,-,-,-,-,N,k,i,n
guan1279,-,-,-,-,-,k,-,-,-,-,E,-,-,-,-,-,N,-,-,-
chen1267,-,-,-,-,-,t,S,i,n,x,a,-,-,-,-,-,N,-,-,-
chen1267,-,-,-,-,-,t,S,i,n,x,a,-,-,-,-,-,N,-,-,-
chan1326,-,-,-,-,-,t,S,i,n,k,3,-,-,-,-,-,n,-,-,-
chan1326,-,-,-,-,-,t,S,i,n,k,3,-,-,-,-,-,n,-,-,-
taiy1243,-,p,-,a,7,t,s,-,-,-,3,-,-,-,-,-,7,-,-,-
taiy1243,-,p,-,a,7,t,s,-,-,-,3,-,-,-,-,-,7,-,-,-
nanc1254,-,-,-,-,-,t,S,y,-,-,a,-,-,-,-,-,N,-,-,-
guil1241,-,-,-,-,-,k,-,-,-,-,e,-,-,-,-,-,i,-,-,-
loud1234,-,-,-,-,-,t,S,y,-,-,o,-,-,-,-,-,k,-,u,-
loud1234,-,-,-,-,-,t,S,y,-,-,o,-,-,-,-,-,k,-,u,-
jixi1238,k,h,-,i,-,t,S,y,-,-,o,-,-,-,-,-,-,-,-,-
jixi1238,k,h,-,i,-,t,S,y,-,-,o,-,-,-,-,-,-,-,-,-
suzh1234,-,d,-,i,-,t,S,i,-,-,-,-,-,-,-,-,n,-,-,-
suzh1234,-,d,-,i,-,t,S,i,-,-,-,-,-,-,-,-,n,-,-,-
ouji1238,-,d,o,u,-,t,S,y,-,-,a,-,-,-,-,-,N,-,-,-
ouji1238,-,d,o,u,-,t,S,y,-,-,a,-,-,-,-,-,N,-,-,-
fuzh1239,-,-,-,-,-,t,-,-,-,-,a,-,-,u,o,u,7,-,-,-
fuzh1239,-,-,-,-,-,t,-,-,-,-,a,-,-,u,o,u,7,-,-,-
xiam1236,-,-,-,-,-,-,-,-,-,-,a,m,k,u,-,-,n,-,-,-
xiam1236,-,-,-,-,-,-,-,-,-,-,a,m,k,u,-,-,n,-,-,-
