language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
yuet1238,-,-,-,s,-,i,-,m,t,s,h,o,-,N
yuet1238,-,-,-,s,-,i,-,m,t,s,h,o,-,N
yuet1238,-,-,-,s,-,i,-,-,-,-,-,-,-,m
guan1279,-,-,-,s,-,a,-,m,t,s,-,o,-,N
guan1279,-,-,-,s,-,a,-,m,t,s,-,o,-,N
guan1279,-,-,-,s,-,-,-,-,-,-,-,a,-,m
chen1267,-,-,-,S,-,i,-,n,-,-,-,-,-,-
chen1267,-,-,-,S,-,i,-,n,-,-,-,-,-,-
chan1326,-,-,-,S,-,i,-,n,t,s,-,a,-,n
chan1326,-,-,-,S,-,i,-,n,t,s,-,a,-,n
chan1326,-,-,-,S,-,i,-,n,-,-,-,-,-,-
jina1245,-,-,-,S,y,e,-,-,t,s,-,o,-,N
jina1245,-,-,-,S,y,e,-,-,t,s,-,o,-,N
jina1245,-,-,-,S,y,e,-,-,-,-,-,-,-,-
taiy1243,-,-,-,S,-,i,-,n,t,s,-,o,-,-
taiy1243,-,-,-,S,-,i,-,n,t,s,-,o,-,-
taiy1243,-,-,-,S,-,i,-,n,-,-,-,-,-,-
beij1234,-,-,-,S,-,i,-,n,t,s,-,o,-,N
beij1234,-,-,-,S,-,i,-,n,t,s,-,o,-,N
beij1234,-,-,-,S,-,i,-,n,-,-,-,-,-,-
haer1234,-,-,-,S,-,i,-,n,t,s,-,a,-,N
haer1234,-,-,-,S,-,i,-,n,t,s,-,a,-,N
haer1234,-,-,-,S,-,i,-,n,-,-,-,-,-,-
rong1271,-,-,-,s,-,i,-,n,t,s,-,a,-,N
rong1271,-,-,-,s,-,i,-,n,t,s,-,a,-,N
rong1271,-,-,-,s,-,i,-,n,-,-,-,-,-,-
nanj1234,-,-,-,S,-,i,-,n,t,s,-,o,-,-
nanj1234,-,-,-,S,-,i,-,n,t,s,-,o,-,-
nanj1234,-,-,-,S,-,i,-,n,-,-,-,-,-,-
nanc1254,-,-,-,S,-,i,-,n,t,s,-,o,-,N
nanc1254,-,-,-,S,-,i,-,n,t,s,-,o,-,N
nanc1254,-,-,-,S,-,i,-,n,-,-,-,-,-,-
xian1253,-,-,-,S,y,e,-,-,t,s,-,o,-,N
xian1253,-,-,-,S,y,e,-,-,t,s,-,o,-,N
xian1253,-,-,-,S,y,e,-,-,-,-,-,-,-,-
guil1241,-,-,-,S,-,i,-,N,t,s,-,o,-,N
guil1241,-,-,-,S,-,i,-,N,t,s,-,o,-,N
guil1241,-,-,-,S,-,i,-,-,-,-,-,-,-,N
loud1234,x,w,e,S,-,i,-,n,-,-,-,-,-,-
loud1234,x,w,e,S,-,i,-,n,-,-,-,-,-,-
loud1234,-,-,-,S,-,i,-,n,-,-,-,-,-,-
jixi1238,-,-,-,S,-,y,-,o,t,s,h,o,-,-
jixi1238,-,-,-,S,-,y,-,o,t,s,h,o,-,-
jixi1238,-,-,-,S,-,y,-,-,-,-,-,o,-,-
suzh1234,-,-,-,s,-,i,-,n,-,z,-,o,-,-
suzh1234,-,-,-,s,-,i,-,n,-,z,-,o,-,-
suzh1234,-,-,-,s,-,i,-,n,-,-,-,-,-,-
ouji1238,-,-,-,s,-,a,-,N,-,z,w,o,-,-
ouji1238,-,-,-,s,-,a,-,N,-,z,w,o,-,-
ouji1238,-,-,-,s,-,a,-,N,-,-,-,-,-,-
fuzh1239,-,-,-,s,-,i,N,N,-,-,-,o,u,N
fuzh1239,-,-,-,s,-,i,N,N,-,-,-,o,u,N
fuzh1239,-,-,-,s,-,i,-,-,-,-,-,-,-,N
xiam1236,-,-,-,s,-,i,-,m,t,s,-,o,-,N
xiam1236,-,-,-,s,-,i,-,m,t,s,-,o,-,N
xiam1236,-,-,-,s,-,i,-,-,-,-,-,-,-,m
