language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
yuet1238,-,-,l,a,-,-,-,u,-,-,-,-,p,-,-,h,o,-,-,-,-
yuet1238,-,-,l,a,-,-,-,u,-,-,-,-,p,-,-,h,o,-,-,-,-
guan1279,t,s,h,a,-,-,-,i,-,-,-,-,t,-,-,s,i,-,-,-,-
guan1279,t,s,h,a,-,-,-,i,-,-,-,-,t,-,-,s,i,-,-,-,-
chen1267,5,i,l,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
chen1267,5,i,l,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
chen1267,-,-,l,a,-,-,-,u,-,-,-,-,5,-,-,y,3,-,-,-,-
chen1267,-,-,l,a,-,-,-,u,-,-,-,-,5,-,-,y,3,-,-,-,-
chen1267,-,-,l,a,-,-,-,u,-,-,-,-,p,-,-,h,o,-,-,-,-
chen1267,-,-,l,a,-,-,-,u,-,-,-,-,p,-,-,h,o,-,-,-,-
chan1326,-,-,l,e,-,-,-,i,t,-,a,-,n,t,S,y,a,-,-,-,-
chan1326,-,-,l,e,-,-,-,i,t,-,a,-,n,t,S,y,a,-,-,-,-
chan1326,-,-,l,e,-,-,-,i,t,-,a,-,n,t,S,y,a,-,-,-,-
chan1326,-,-,t,-,-,-,-,-,-,-,a,-,n,k,-,h,3,-,-,-,-
chan1326,-,-,t,-,-,-,-,-,-,-,a,-,n,k,-,h,3,-,-,-,-
taiy1243,-,-,l,a,-,-,-,u,-,-,-,-,p,-,-,h,o,-,-,-,-
taiy1243,-,-,l,a,-,-,-,u,-,-,-,-,p,-,-,h,o,-,-,-,-
haer1234,-,-,l,a,-,-,-,u,n,y,a,N,m,-,-,-,3,-,-,-,-
haer1234,-,-,l,a,-,-,-,u,n,y,a,N,m,-,-,-,3,-,-,-,-
haer1234,-,-,l,a,-,-,-,u,n,y,a,N,m,-,-,-,3,-,-,-,-
haer1234,-,-,S,-,-,-,-,i,-,-,-,-,f,-,-,-,u,-,-,-,-
haer1234,-,-,S,-,-,-,-,i,-,-,-,-,f,-,-,-,u,-,-,-,-
haer1234,-,-,l,a,-,-,-,u,-,-,-,-,p,-,-,h,o,-,-,-,-
haer1234,-,-,l,a,-,-,-,u,-,-,-,-,p,-,-,h,o,-,-,-,-
rong1271,-,-,l,a,-,-,-,u,-,-,-,-,p,-,-,h,3,-,-,-,-
rong1271,-,-,l,a,-,-,-,u,-,-,-,-,p,-,-,h,3,-,-,-,-
nanj1234,-,-,l,-,-,-,-,o,-,-,-,-,p,-,-,h,o,-,-,-,-
nanj1234,-,-,l,-,-,-,-,o,-,-,-,-,p,-,-,h,o,-,-,-,-
nanc1254,-,-,l,a,-,-,-,u,-,-,-,-,p,-,-,h,o,-,-,-,-
nanc1254,-,-,l,a,-,-,-,u,-,-,-,-,p,-,-,h,o,-,-,-,-
xian1253,-,-,-,u,n,-,-,i,-,-,-,-,Z,-,-,-,e,-,-,-,-
xian1253,-,-,-,u,n,-,-,i,-,-,-,-,Z,-,-,-,e,-,-,-,-
xian1253,-,-,-,u,n,-,-,i,-,-,-,-,Z,-,-,-,e,-,-,-,-
xian1253,-,-,w,o,t,h,-,o,-,-,-,-,m,-,-,-,o,-,-,-,-
xian1253,-,-,w,o,t,h,-,o,-,-,-,-,m,-,-,-,o,-,-,-,-
xian1253,-,-,w,o,t,h,-,o,-,-,-,-,m,-,-,-,o,-,-,-,-
xian1253,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,h,o,n,y,o,N
xian1253,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,h,o,n,y,o,N
xian1253,-,-,-,-,-,S,-,i,-,-,-,-,f,-,-,-,u,-,-,-,-
xian1253,-,-,-,-,-,S,-,i,-,-,-,-,f,-,-,-,u,-,-,-,-
guil1241,-,-,l,o,-,-,-,u,-,-,-,-,p,-,-,w,o,-,-,-,-
guil1241,-,-,l,o,-,-,-,u,-,-,-,-,p,-,-,w,o,-,-,-,-
loud1234,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,h,o,N,k,e,-
loud1234,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,h,o,N,k,e,-
jixi1238,-,-,5,-,-,-,-,i,-,-,-,-,-,-,-,y,o,-,-,-,-
jixi1238,-,-,5,-,-,-,-,i,-,-,-,-,-,-,-,y,o,-,-,-,-
jixi1238,-,-,n,o,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
jixi1238,-,-,n,o,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
ouji1238,-,-,l,3,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
ouji1238,-,-,l,3,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
fuzh1239,t,-,s,-,-,-,-,-,-,-,-,-,h,-,-,w,o,l,y,e,-
fuzh1239,t,-,s,-,-,-,-,-,-,-,-,-,h,-,-,w,o,l,y,e,-
fuzh1239,-,-,l,a,-,-,-,u,-,-,-,-,p,-,-,h,o,-,-,-,-
fuzh1239,-,-,l,a,-,-,-,u,-,-,-,-,p,-,-,h,o,-,-,-,-
fuzh1239,-,-,l,a,-,-,-,u,-,-,-,-,m,-,-,-,a,-,-,-,-
fuzh1239,-,-,l,a,-,-,-,u,-,-,-,-,m,-,-,-,a,-,-,-,-
fuzh1239,-,-,l,o,l,y,e,u,-,-,-,-,-,-,-,-,-,-,-,-,-
fuzh1239,-,-,l,o,l,y,e,u,-,-,-,-,-,-,-,-,-,-,-,-,-
xiam1236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,o,-,-,-,-
