language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
yuet1238,-,-,n,a,-,m,-,m,e,N,-,i,n,-,-
yuet1238,-,-,n,a,-,m,-,m,e,N,-,i,n,-,-
yuet1238,-,-,n,a,-,m,-,m,e,N,-,i,n,-,-
guan1279,-,-,n,a,-,m,-,-,-,l,y,a,n,-,-
guan1279,-,-,n,a,-,m,-,-,-,l,y,a,n,-,-
chen1267,-,-,n,a,-,-,-,-,-,n,-,-,n,-,i
chen1267,-,-,n,a,-,-,-,-,-,n,-,-,n,-,i
chen1267,-,-,n,a,-,-,-,-,-,n,z,3,n,-,-
chen1267,-,-,n,a,-,-,-,-,-,n,z,3,n,-,-
chan1326,-,-,l,a,-,-,-,-,-,n,Z,3,n,k,a
chan1326,-,-,l,a,-,-,-,-,-,n,Z,3,n,k,a
chan1326,-,-,l,a,-,-,-,-,-,n,Z,3,n,k,a
chan1326,-,-,l,a,-,-,-,-,-,n,t,i,-,-,-
chan1326,-,-,l,a,-,-,-,-,-,n,t,i,-,-,-
chan1326,-,-,l,a,-,-,-,-,-,n,Z,3,n,-,-
chan1326,-,-,l,a,-,-,-,-,-,n,Z,3,n,-,-
jina1245,-,-,n,E,-,-,-,-,-,Z,-,e,-,-,-
jina1245,-,-,n,E,-,-,-,-,-,Z,-,e,-,-,-
taiy1243,-,-,n,E,-,-,-,-,-,z,-,3,N,-,-
taiy1243,-,-,n,E,-,-,-,-,-,z,-,3,N,-,-
beij1234,-,-,n,a,-,-,-,-,-,n,Z,3,n,-,-
beij1234,-,-,n,a,-,-,-,-,-,n,Z,3,n,-,-
haer1234,-,-,l,a,-,u,-,y,E,m,-,3,-,-,-
haer1234,-,-,l,a,-,u,-,y,E,m,-,3,-,-,-
haer1234,-,-,l,a,-,u,-,y,E,m,-,3,-,-,-
haer1234,t,a,l,a,-,u,-,-,E,m,-,3,-,-,-
haer1234,t,a,l,a,-,u,-,-,E,m,-,3,-,-,-
haer1234,t,a,l,a,-,u,-,-,E,m,-,3,-,-,-
haer1234,t,a,l,a,-,u,-,-,E,m,-,3,-,-,-
rong1271,-,-,n,a,-,-,-,-,-,n,-,i,n,-,-
rong1271,-,-,n,a,-,-,-,-,-,n,-,i,n,-,-
nanj1234,-,-,l,o,-,-,-,-,-,-,Z,3,n,-,-
nanj1234,-,-,l,o,-,-,-,-,-,-,Z,3,n,-,-
nanc1254,-,-,l,a,-,-,-,-,-,n,l,3,n,-,-
nanc1254,-,-,l,a,-,-,-,-,-,n,l,3,n,-,-
xian1253,-,-,n,E,-,-,-,-,-,-,Z,e,-,-,-
xian1253,-,-,n,E,-,-,-,-,-,-,Z,e,-,-,-
guil1241,-,-,l,a,-,-,-,-,-,l,-,i,N,-,-
guil1241,-,-,l,a,-,-,-,-,-,l,-,i,N,-,-
loud1234,-,-,n,a,-,-,-,-,-,n,-,i,n,k,a
loud1234,-,-,n,a,-,-,-,-,-,n,-,i,n,k,a
loud1234,-,-,n,a,-,-,-,-,-,n,-,i,n,k,a
jixi1238,-,-,n,o,-,-,-,-,-,n,-,o,-,-,-
jixi1238,-,-,n,o,-,-,-,-,-,n,-,o,-,-,-
suzh1234,-,-,n,e,-,-,-,-,-,5,-,i,n,-,-
suzh1234,-,-,n,e,-,-,-,-,-,5,-,i,n,-,-
fuzh1239,-,-,n,a,-,N,-,-,-,N,a,i,-,-,-
fuzh1239,-,-,n,a,-,N,-,-,-,N,a,i,-,-,-
fuzh1239,-,-,t,o,u,N,m,w,o,n,e,i,N,-,-
fuzh1239,-,-,t,o,u,N,m,w,o,n,e,i,N,-,-
fuzh1239,-,-,t,o,u,N,m,w,o,n,e,i,N,-,-
xiam1236,-,-,t,a,-,-,-,p,o,l,a,-,N,-,-
xiam1236,-,-,t,a,-,-,-,p,o,l,a,-,N,-,-
xiam1236,-,-,t,a,-,-,-,p,o,l,a,-,N,-,-
