language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
yuet1238,-,l,y,-,-,-,-,-,a,u
yuet1238,-,-,k,-,-,-,-,-,a,u
guan1279,-,-,w,-,-,-,-,-,a,n
chen1267,-,s,w,-,-,-,-,-,a,-
chan1326,-,-,w,-,-,-,-,-,a,n
jina1245,-,-,v,-,-,-,-,-,3,-
taiy1243,-,s,w,-,-,-,-,-,a,-
beij1234,-,-,w,-,-,-,-,-,a,-
haer1234,-,-,w,-,-,-,-,-,a,-
rong1271,-,-,w,-,-,-,-,-,E,-
nanj1234,-,-,w,-,-,-,-,-,o,-
nanc1254,-,-,w,-,-,-,-,-,a,n
xian1253,-,-,f,-,-,-,-,-,o,-
guil1241,-,s,w,-,-,-,-,-,a,-
loud1234,-,-,s,-,-,-,-,-,o,-
suzh1234,-,-,b,3,7,-,s,y,a,-
suzh1234,-,-,b,3,7,-,s,y,a,-
fuzh1239,k,-,h,a,-,-,l,y,e,u
fuzh1239,k,-,h,a,-,-,l,y,e,u
fuzh1239,-,-,h,i,-,-,h,y,e,-
fuzh1239,-,-,h,i,-,-,h,y,e,-
xiam1236,t,s,h,i,t,t,h,-,o,-
xiam1236,t,s,h,i,t,t,h,-,o,-
