language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
yuet1238,t,h,-,a,-,N,-,-,-,-,-,-
guan1279,t,h,-,E,-,N,-,k,-,-,i,n
guan1279,t,h,-,E,-,N,-,k,-,-,i,n
chen1267,t,h,-,i,-,n,-,t,-,-,a,u
chen1267,t,h,-,i,-,n,-,t,-,-,a,u
chan1326,t,h,-,i,-,n,-,t,S,y,e,-
chan1326,t,h,-,i,-,n,-,t,S,y,e,-
jina1245,t,h,-,i,-,N,-,t,S,y,E,-
jina1245,t,h,-,i,-,N,-,t,S,y,E,-
taiy1243,t,h,-,i,-,N,-,t,S,y,e,-
taiy1243,t,h,-,i,-,N,-,t,S,y,e,-
beij1234,t,h,-,i,-,N,-,t,S,y,E,n
beij1234,t,h,-,i,-,N,-,t,S,y,E,n
haer1234,t,h,-,i,-,N,-,t,S,y,a,n
haer1234,t,h,-,i,-,N,-,t,S,y,a,n
rong1271,t,h,-,i,-,N,-,-,T,y,a,n
rong1271,t,h,-,i,-,N,-,-,T,y,a,n
nanj1234,t,h,-,i,-,n,-,t,S,y,e,n
nanj1234,t,h,-,i,-,n,-,t,S,y,e,n
nanc1254,t,h,-,y,a,N,-,t,S,y,E,n
nanc1254,t,h,-,y,a,N,-,t,S,y,E,n
xian1253,t,h,-,i,-,N,-,t,S,y,E,-
xian1253,t,h,-,i,-,N,-,t,S,y,E,-
guil1241,t,h,e,i,-,-,-,t,S,y,a,-
guil1241,t,h,e,i,-,-,-,t,S,y,a,-
loud1234,t,h,-,y,-,o,-,t,S,y,E,-
loud1234,t,h,-,y,-,o,-,t,S,y,E,-
jixi1238,t,h,-,y,-,o,-,t,S,y,e,-
jixi1238,t,h,-,y,-,o,-,t,S,y,e,-
suzh1234,t,h,-,i,-,n,-,t,S,y,i,-
suzh1234,t,h,-,i,-,n,-,t,S,y,i,-
ouji1238,t,h,-,e,-,N,-,d,Z,y,a,-
ouji1238,t,h,-,e,-,N,-,d,Z,y,a,-
fuzh1239,t,h,-,y,-,a,N,N,-,y,e,N
fuzh1239,t,h,-,y,-,a,N,N,-,y,e,N
xiam1236,t,h,-,y,-,a,-,t,-,y,o,-
xiam1236,t,h,-,y,-,a,-,t,-,y,o,-
