language,x1,x2,x3
yuet1238,l,-,u
guan1279,l,o,u
chen1267,n,-,u
chan1326,l,3,u
jina1245,l,-,u
taiy1243,l,-,u
beij1234,l,-,u
haer1234,t,a,u
haer1234,l,-,u
rong1271,t,-,o
nanj1234,l,-,u
nanc1254,l,-,u
xian1253,l,o,u
guil1241,l,-,u
loud1234,l,o,u
jixi1238,n,-,u
suzh1234,l,3,u
ouji1238,l,e,i
fuzh1239,t,w,o
xiam1236,l,-,o
