language,x1,x2,x3,x4,x5,x6
yuet1238,-,-,m,-,a,t
guan1279,t,s,h,-,a,t
chen1267,k,-,h,-,a,i
chen1267,t,s,h,-,a,-
chan1326,t,s,h,-,a,-
jina1245,t,s,h,-,a,-
taiy1243,t,S,h,y,e,-
taiy1243,t,s,h,-,a,7
beij1234,t,s,h,-,o,-
haer1234,t,s,h,-,a,-
rong1271,t,s,h,-,a,-
nanj1234,k,-,h,-,E,-
nanj1234,t,s,h,-,o,7
nanc1254,k,-,h,-,a,i
nanc1254,-,-,m,-,o,t
nanc1254,-,-,N,-,a,i
nanc1254,t,s,h,-,a,7
xian1253,t,s,h,-,o,-
guil1241,-,-,m,-,o,-
loud1234,k,-,h,-,a,-
jixi1238,t,s,h,-,a,7
suzh1234,k,-,h,-,o,-
ouji1238,t,s,h,-,a,-
fuzh1239,-,-,k,-,a,N
xiam1236,t,s,h,-,i,t
