language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
yuet1238,t,-,-,-,s,-,-,h,-,-,i,-,-,t,t,-,-,-,h,e,-,-,u,-
yuet1238,t,-,-,-,s,-,-,h,-,-,i,-,-,t,t,-,-,-,h,e,-,-,u,-
guan1279,-,-,-,-,s,-,-,-,-,-,a,-,-,t,t,-,-,-,h,a,-,-,u,-
guan1279,-,-,-,-,s,-,-,-,-,-,a,-,-,t,t,-,-,-,h,a,-,-,u,-
chen1267,k,h,e,-,S,-,-,-,-,-,i,-,-,-,t,-,-,-,h,-,-,-,3,-
chen1267,k,h,e,-,S,-,-,-,-,-,i,-,-,-,t,-,-,-,h,-,-,-,3,-
chen1267,k,h,e,-,S,-,-,-,-,-,i,-,-,-,t,-,-,-,h,-,-,-,3,-
chan1326,k,-,3,-,S,-,-,-,-,-,i,-,-,-,-,-,-,-,k,-,-,-,u,-
chan1326,k,-,3,-,S,-,-,-,-,-,i,-,-,-,-,-,-,-,k,-,-,-,u,-
chan1326,k,-,3,-,S,-,-,-,-,-,i,-,-,-,-,-,-,-,k,-,-,-,u,-
chan1326,-,-,-,-,S,-,-,-,-,-,i,-,-,-,t,-,3,u,k,-,-,-,u,-
chan1326,-,-,-,-,S,-,-,-,-,-,i,-,-,-,t,-,3,u,k,-,-,-,u,-
chan1326,-,-,-,-,S,-,-,-,-,-,i,-,-,-,t,-,3,u,k,-,-,-,u,-
chan1326,-,-,-,-,S,-,-,-,-,-,i,-,-,-,-,-,-,-,k,a,-,-,i,-
chan1326,-,-,-,-,S,-,-,-,-,-,i,-,-,-,-,-,-,-,k,a,-,-,i,-
chan1326,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
jina1245,-,-,t,-,S,-,-,h,-,-,i,-,-,-,-,-,-,-,k,a,-,-,-,-
jina1245,-,-,t,-,S,-,-,h,-,-,i,-,-,-,-,-,-,-,k,a,-,-,-,-
taiy1243,-,-,-,-,S,-,-,y,-,-,3,-,-,-,7,-,-,-,k,a,-,-,i,-
taiy1243,-,-,-,-,S,-,-,y,-,-,3,-,-,-,7,-,-,-,k,a,-,-,i,-
taiy1243,-,-,-,-,S,-,-,y,-,-,3,-,-,-,-,-,-,-,7,-,-,-,-,-
beij1234,-,-,t,-,S,-,-,h,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
haer1234,-,p,o,-,l,-,-,-,-,-,3,-,-,-,N,-,-,-,k,a,-,-,-,-
haer1234,-,p,o,-,l,-,-,-,-,-,3,-,-,-,N,-,-,-,k,a,-,-,-,-
haer1234,-,p,o,-,l,-,-,-,-,-,3,-,-,-,N,-,-,-,k,a,-,-,-,-
haer1234,-,-,-,-,S,-,-,-,-,-,i,-,-,-,-,-,-,-,k,a,-,-,i,-
haer1234,-,-,-,-,S,-,-,-,-,-,i,-,-,-,-,-,-,-,k,a,-,-,i,-
rong1271,-,p,o,-,l,-,-,-,-,-,3,-,-,-,-,-,-,-,k,a,-,-,i,-
rong1271,-,p,o,-,l,-,-,-,-,-,3,-,-,-,-,-,-,-,k,a,-,-,i,-
rong1271,-,p,o,-,l,-,-,-,-,-,3,-,-,-,-,-,-,-,k,a,-,-,i,-
nanj1234,k,h,u,t,S,-,-,h,-,-,i,-,-,-,t,-,-,-,h,-,-,-,u,-
nanj1234,k,h,u,t,S,-,-,h,-,-,i,-,-,-,t,-,-,-,h,-,-,-,u,-
nanj1234,k,h,u,t,S,-,-,h,-,-,i,-,-,-,t,-,-,-,h,-,-,-,u,-
nanj1234,-,-,-,-,p,-,-,-,-,-,o,-,-,-,l,-,o,-,k,-,-,-,3,-
nanj1234,-,-,-,-,p,-,-,-,-,-,o,-,-,-,l,-,o,-,k,-,-,-,3,-
nanj1234,-,-,-,-,p,-,-,-,-,-,o,-,-,-,l,-,o,-,k,-,-,-,3,-
nanj1234,-,-,-,-,S,-,-,-,-,-,i,-,-,-,7,k,E,-,k,-,-,-,u,7
nanj1234,-,-,-,-,S,-,-,-,-,-,i,-,-,-,7,k,E,-,k,-,-,-,u,7
nanj1234,-,-,-,-,S,-,-,-,-,-,i,-,-,-,7,k,E,-,k,-,-,-,u,7
nanc1254,t,-,-,-,S,-,-,h,-,-,i,-,-,-,t,-,-,-,k,a,-,-,i,-
nanc1254,t,-,-,-,S,-,-,h,-,-,i,-,-,-,t,-,-,-,k,a,-,-,i,-
xian1253,k,h,u,t,S,-,-,h,-,-,i,-,-,-,-,-,-,-,k,-,-,-,E,-
xian1253,k,h,u,t,S,-,-,h,-,-,i,-,-,-,-,-,-,-,k,-,-,-,E,-
xian1253,k,h,u,t,S,-,-,h,-,-,i,-,-,-,-,-,-,-,k,-,-,-,E,-
xian1253,-,-,-,t,S,-,-,h,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
guil1241,-,-,-,-,S,-,-,-,-,-,i,-,-,-,-,-,-,-,t,a,-,-,i,-
guil1241,-,-,-,-,S,-,-,-,-,-,i,-,-,-,-,-,-,-,t,a,-,-,i,-
loud1234,t,-,-,-,S,-,-,h,-,-,i,-,-,-,d,y,o,-,k,-,-,-,u,-
loud1234,t,-,-,-,S,-,-,h,-,-,i,-,-,-,d,y,o,-,k,-,-,-,u,-
loud1234,t,-,-,-,S,-,-,h,-,-,i,-,-,-,d,y,o,-,k,-,-,-,u,-
jixi1238,t,-,-,-,S,y,o,7,S,y,e,-,-,7,t,-,-,-,h,-,-,-,i,-
jixi1238,t,-,-,-,S,y,o,7,S,y,e,-,-,7,t,-,-,-,h,-,-,-,i,-
jixi1238,t,-,-,-,S,y,o,7,S,y,e,-,-,7,t,-,-,-,h,-,-,-,i,-
suzh1234,t,-,-,-,S,y,o,7,m,-,e,-,-,-,d,-,-,-,-,-,-,-,i,-
suzh1234,t,-,-,-,S,y,o,7,m,-,e,-,-,-,d,-,-,-,-,-,-,-,i,-
suzh1234,t,-,-,-,S,y,o,7,m,-,e,-,-,-,d,-,-,-,-,-,-,-,i,-
ouji1238,t,-,-,-,S,y,a,k,h,-,e,-,-,-,d,-,-,-,-,o,-,-,u,-
ouji1238,t,-,-,-,S,y,a,k,h,-,e,-,-,-,d,-,-,-,-,o,-,-,u,-
ouji1238,t,-,-,-,S,y,a,k,h,-,e,-,-,-,d,-,-,-,-,o,-,-,u,-
fuzh1239,k,-,-,-,h,-,-,-,-,-,a,b,u,7,t,-,-,-,h,a,-,-,u,-
fuzh1239,k,-,-,-,h,-,-,-,-,-,a,b,u,7,t,-,-,-,h,a,-,-,u,-
fuzh1239,k,-,-,-,h,-,-,-,-,-,a,b,u,7,t,-,-,-,h,a,-,-,u,-
xiam1236,k,-,-,-,h,-,-,-,-,-,a,-,-,-,t,-,-,-,h,a,u,h,u,-
xiam1236,k,-,-,-,h,-,-,-,-,-,a,-,-,-,t,-,-,-,h,a,u,h,u,-
xiam1236,k,-,-,-,h,-,-,-,-,-,a,-,-,-,t,-,-,-,h,a,u,h,u,-
