language,x1,x2,x3,x4,x5,x6,x7
yuet1238,n,-,-,-,-,-,-
guan1279,n,e,i,-,-,-,-
chen1267,5,-,i,-,-,-,-
chan1326,l,-,i,-,-,-,-
jina1245,5,-,i,-,-,-,-
taiy1243,n,-,i,-,-,-,-
beij1234,n,-,i,-,-,-,-
haer1234,n,-,i,-,-,-,-
rong1271,n,-,i,-,-,-,-
nanj1234,l,-,i,-,-,-,-
nanc1254,n,-,-,-,-,-,-
xian1253,n,-,i,-,-,-,-
guil1241,l,-,i,-,o,-,-
loud1234,n,-,-,-,-,-,-
jixi1238,n,-,-,-,-,-,-
suzh1234,n,-,e,-,-,-,-
ouji1238,5,-,i,-,-,-,-
fuzh1239,n,-,i,n,e,i,N
fuzh1239,n,-,i,n,e,i,N
fuzh1239,n,-,i,-,-,-,-
xiam1236,l,-,i,-,-,-,-
