language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
chip1262,l,u,k,-,u,-,-,-,-,-,-
imba1240,-,-,k,-,u,s,a,-,-,-,-
azua1234,-,-,k,-,u,s,a,-,-,-,-
nort3351,-,-,k,-,u,s,a,-,-,-,-
napo1242,-,-,k,a,u,s,a,-,-,-,-
tena1240,-,-,k,-,-,-,a,r,i,-,-
sout2990,-,-,k,-,u,s,a,-,-,-,-
inga1252,-,-,k,-,u,s,a,-,-,-,-
clas1251,-,-,k,-,o,s,a,-,-,-,-
apol1241,-,-,q,-,u,s,a,-,-,-,-
puno1238,-,-,q,-,u,s,a,-,-,-,-
cusc1236,-,-,q,-,u,s,a,-,-,-,-
east2551,-,-,w,-,o,s,a,-,-,-,-
sout2991,-,-,q,-,u,s,a,-,-,-,-
coch1274,-,-,q,-,u,s,a,-,-,-,-
sant1432,-,-,q,-,o,s,a,-,-,-,-
huan1249,-,-,X,-,u,s,a,-,-,-,-
ayac1239,-,-,X,-,o,s,a,-,-,-,-
azan1238,-,-,q,-,o,s,a,-,-,-,-
azan1238,-,-,q,-,-,-,a,r,i,-,-
sanp1258,-,-,q,-,o,s,a,-,-,-,-
sanp1258,-,-,q,-,-,-,a,r,i,-,-
apur1253,-,-,q,-,o,s,a,-,-,-,-
apur1253,-,-,q,-,-,-,a,r,i,-,-
tana1291,-,-,q,-,o,s,a,-,-,-,-
tana1291,-,-,q,-,-,-,a,r,i,-,-
cacr1238,-,-,q,-,o,s,a,-,-,-,-
cacr1238,-,-,q,-,-,-,a,l,i,-,-
yauy1235,-,-,q,-,u,s,a,-,-,-,-
chac1250,-,-,k,-,u,s,a,-,-,-,-
sanm1289,-,-,k,-,u,s,a,-,-,-,-
huay1241,-,-,7,-,u,s,a,-,-,-,-
jauj1238,-,-,7,-,u,s,a,-,-,-,-
paca1245,-,-,X,-,o,w,a,-,-,-,-
yaru1256,-,-,X,-,o,w,a,-,-,-,-
hual1241,-,-,q,-,u,s,a,-,-,-,-
huai1241,-,-,q,-,o,w,a,-,-,-,-
coro1247,-,-,q,-,u,s,a,-,-,-,-
caja1238,-,-,q,-,u,s,a,-,-,-,-
lamb1276,-,-,X,-,u,s,a,-,-,-,-
jaqa1244,-,-,h,-,-,-,a,-,i,n,u
cauq1239,-,-,h,-,-,-,a,-,i,n,u
