language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
urui1234,p,a,X,p,i,-,k,-,-,-,-,-
tsim1260,p,u,-,-,-,-,X,-,-,-,-,-
chip1262,p,a,q,p,i,-,k,-,-,-,-,-
imba1240,t,-,-,S,u,s,k,u,-,-,-,-
azua1234,t,-,-,S,u,s,k,u,-,-,-,-
nort3351,t,-,-,S,u,s,k,u,-,-,-,-
napo1242,t,-,-,S,u,s,k,u,-,-,-,-
tena1240,t,-,-,S,u,s,k,u,-,-,-,-
sout2990,t,-,-,S,u,s,k,u,-,-,-,-
inga1252,t,-,-,S,u,s,k,u,-,-,-,-
clas1251,t,-,-,-,a,-,-,w,a,-,-,-
apol1241,t,-,-,-,a,-,-,w,a,-,-,-
puno1238,t,-,-,-,a,-,-,w,a,-,-,-
cusc1236,t,-,-,-,a,-,-,w,a,-,-,-
east2551,t,-,-,-,a,-,-,w,a,-,-,-
sout2991,t,-,-,-,a,-,-,w,a,-,-,-
coch1274,t,-,-,-,a,-,-,w,a,-,-,-
sant1432,t,-,-,-,a,-,-,-,-,-,-,-
huan1249,t,-,-,-,a,-,-,w,a,-,-,-
ayac1239,t,-,-,-,a,-,-,w,a,-,-,-
azan1238,t,-,-,-,a,-,-,w,a,-,-,-
sanp1258,t,-,-,-,a,-,-,w,a,-,-,-
apur1253,t,-,-,-,a,-,-,w,a,-,-,-
tana1291,t,-,-,-,a,-,-,w,a,-,-,-
cacr1238,t,-,-,-,a,-,-,w,a,-,-,-
yauy1235,t,-,-,-,a,-,-,w,a,-,-,-
chac1250,t,-,-,S,u,s,k,u,-,-,-,-
sanm1289,t,-,-,S,u,s,k,u,-,-,-,-
huay1241,t,-,-,-,a,-,-,w,a,-,-,-
huay1241,t,-,-,S,u,s,k,u,-,-,-,-
jauj1238,t,-,-,-,a,-,-,w,a,-,-,-
jauj1238,t,-,-,S,u,s,k,u,-,-,-,-
paca1245,t,-,-,S,u,s,k,u,-,-,-,-
yaru1256,t,-,-,S,u,s,g,u,-,-,-,-
hual1241,t,-,-,S,u,s,k,u,-,-,-,-
huai1241,t,-,-,S,u,s,k,u,-,-,-,-
coro1247,t,-,-,S,u,s,k,u,-,-,-,-
caja1238,t,-,-,S,u,s,k,u,-,-,-,-
lamb1276,-,-,-,-,-,-,k,u,a,t,r,o
jaqa1244,-,-,-,p,u,S,-,i,-,-,-,-
cauq1239,-,-,-,p,u,S,-,i,-,-,-,-
