language,x1,x2,x3,x4,x5,x6,x7,x8
huay1241,p,-,a,-,t,a,-,-
jauj1238,p,-,a,-,t,a,-,-
yauy1235,w,-,i,k,s,a,-,-
hual1241,p,-,a,t,S,a,-,-
coro1247,p,-,a,t,S,a,-,-
paca1245,p,-,a,t,S,a,-,-
caja1238,p,-,a,t,S,a,-,-
lamb1276,p,-,a,t,S,a,-,-
napo1242,w,-,i,k,s,a,-,-
tena1240,-,-,i,k,s,a,-,-
sout2990,w,-,i,k,s,a,-,-
imba1240,w,-,i,k,s,a,-,-
inga1252,w,-,i,x,s,a,-,-
cusc1236,w,-,i,x,s,a,-,-
puno1238,w,-,i,k,s,a,-,-
east2551,w,-,i,k,s,a,-,-
ayac1239,w,-,i,k,s,a,-,-
sout2991,w,-,i,x,s,a,-,-
sant1432,w,-,i,x,s,a,-,-
chac1250,w,-,i,k,s,a,-,-
sanm1289,w,-,i,k,s,a,-,-
jaqa1244,p,h,u,t,S,a,k,a
cauq1239,p,h,u,t,S,a,k,a
chip1262,p,h,u,t,S,-,-,-
