language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
huay1241,-,-,-,-,p,i,-,S,-,-,7,-,-,u
jauj1238,-,-,-,-,p,i,-,S,-,-,7,-,-,u
yauy1235,-,-,-,-,p,i,-,S,-,-,q,-,-,u
hual1241,-,-,-,-,p,i,-,S,-,-,q,-,-,u
coro1247,-,-,-,-,p,i,-,S,-,-,q,-,-,u
paca1245,-,-,-,-,p,i,-,S,-,-,X,-,-,o
caja1238,-,-,-,-,p,i,-,S,-,-,X,-,-,u
lamb1276,-,-,-,-,-,-,-,-,-,-,k,u,r,u
napo1242,-,-,-,-,p,i,-,S,-,-,k,-,-,u
tena1240,-,-,-,-,p,i,-,S,-,-,k,-,-,u
sout2990,-,-,-,-,p,i,-,S,-,-,k,-,-,u
imba1240,-,-,-,-,p,i,-,S,-,-,k,-,-,u
inga1252,-,-,-,-,p,i,-,s,-,-,k,-,-,u
cusc1236,-,-,-,-,p,i,t,S,i,n,k,-,h,u
cusc1236,-,-,-,-,p,i,t,S,i,n,k,-,-,u
puno1238,-,-,-,-,p,i,-,s,-,-,q,-,-,u
east2551,-,-,u,r,p,i,-,-,-,-,t,-,-,u
east2551,-,-,-,-,p,i,-,s,-,-,q,-,-,o
east2551,-,-,-,-,p,i,t,S,i,n,k,-,-,o
ayac1239,-,-,-,-,p,i,-,s,-,-,X,-,-,o
ayac1239,-,-,u,r,p,i,-,-,-,-,t,-,-,u
sout2991,-,-,-,-,p,i,-,s,-,-,q,-,-,u
sant1432,-,-,-,-,p,i,-,S,-,-,q,-,-,o
chac1250,-,-,-,-,p,i,-,S,-,-,k,-,-,u
sanm1289,-,-,-,-,p,i,-,S,-,-,k,-,-,u
jaqa1244,t,S,i,-,p,i,-,-,-,-,-,-,-,-
cauq1239,t,S,i,-,p,i,-,-,-,-,-,-,-,-
chip1262,-,-,-,-,w,e,-,z,-,-,l,-,-,a
