language,x1,x2,x3,x4,x5
chip1262,z,q,i,z,i
imba1240,-,k,a,r,a
azua1234,-,k,a,r,a
nort3351,-,k,a,r,a
napo1242,-,k,a,r,a
tena1240,-,k,a,r,a
sout2990,-,k,a,r,a
inga1252,-,k,a,r,a
clas1251,-,k,a,r,a
apol1241,-,q,a,r,a
puno1238,-,q,a,r,a
cusc1236,-,q,a,r,a
east2551,-,q,a,r,a
sout2991,-,q,a,r,a
coch1274,-,G,a,r,a
sant1432,-,q,a,r,a
huan1249,-,X,a,r,a
ayac1239,-,X,a,r,a
azan1238,-,q,a,r,a
sanp1258,-,q,a,r,a
apur1253,-,q,a,r,a
tana1291,-,q,a,r,a
cacr1238,-,q,a,l,a
yauy1235,-,q,a,r,a
chac1250,-,k,a,r,a
sanm1289,-,k,a,r,a
huay1241,-,-,u,t,a
jauj1238,-,-,u,t,a
paca1245,-,X,a,r,a
yaru1256,-,X,a,r,a
hual1241,-,q,a,r,a
huai1241,-,q,a,r,a
coro1247,-,q,a,r,a
caja1238,-,q,a,r,a
lamb1276,-,X,a,r,a
jaqa1244,-,q,a,r,a
cauq1239,-,q,a,r,a
