language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
huay1241,-,a,i,t,S,-,-,-,-,a
jauj1238,-,a,i,t,S,-,-,-,-,a
yauy1235,-,a,i,t,S,-,-,-,-,a
hual1241,-,a,i,t,S,-,-,-,-,a
coro1247,-,-,e,t,s,-,-,-,-,a
paca1245,-,a,i,-,s,-,-,-,-,a
caja1238,-,a,i,t,S,-,-,-,-,a
lamb1276,-,a,i,t,S,-,-,-,-,a
napo1242,-,a,i,t,S,-,-,-,-,a
tena1240,-,a,i,t,S,-,-,-,-,a
sout2990,-,a,i,t,S,-,-,-,-,a
imba1240,-,a,i,t,S,-,-,-,-,a
inga1252,-,a,i,t,S,-,-,-,-,a
cusc1236,-,a,i,t,S,-,-,-,-,a
puno1238,-,a,i,t,S,-,-,-,-,a
east2551,-,a,i,t,S,-,-,-,-,a
ayac1239,-,a,i,t,S,-,-,-,-,a
sout2991,-,a,i,t,S,-,-,-,-,a
sant1432,-,a,i,t,S,-,-,-,-,a
chac1250,-,a,i,t,S,-,-,-,-,a
sanm1289,-,a,i,t,S,-,-,-,-,a
jaqa1244,h,a,n,t,S,-,-,-,-,i
cauq1239,h,a,n,t,S,-,-,-,-,i
chip1262,-,-,-,t,S,h,i,S,w,i
