language,x1,x2,x3,x4,x5,x6,x7
huay1241,7,u,n,7,u,l,-
jauj1238,7,u,n,7,u,l,-
yauy1235,q,u,n,q,u,r,-
hual1241,q,u,n,q,u,r,-
coro1247,q,u,n,q,u,r,i
paca1245,X,o,N,X,u,r,-
caja1238,q,u,n,g,u,r,i
lamb1276,q,u,n,G,u,r,i
napo1242,k,u,n,g,u,r,i
tena1240,k,u,n,g,u,r,i
tena1240,m,u,-,k,u,-,-
sout2990,k,u,n,g,u,r,i
imba1240,k,u,n,g,u,r,i
inga1252,k,u,n,g,u,r,-
cusc1236,m,u,-,q,u,-,-
puno1238,q,u,n,q,u,r,i
east2551,m,o,-,q,o,-,-
ayac1239,m,o,-,X,o,-,-
sout2991,m,u,-,q,u,-,-
sant1432,q,o,N,q,o,r,i
chac1250,k,u,n,g,u,r,i
sanm1289,k,u,n,g,u,r,i
jaqa1244,q,u,n,q,u,r,u
cauq1239,q,u,n,q,u,r,u
chip1262,-,o,-,w,a,-,-
