language,x1,x2,x3,x4,x5,x6,x7
chip1262,q,-,-,-,a,z,i
chip1262,q,w,-,-,a,z,i
imba1240,k,u,n,g,a,-,-
azua1234,k,u,n,g,a,-,-
nort3351,k,u,n,g,a,-,-
napo1242,k,u,n,g,a,-,-
tena1240,k,u,n,g,a,-,-
sout2990,k,u,n,g,a,-,-
inga1252,k,u,n,g,a,-,-
clas1251,k,o,n,q,a,-,-
apol1241,k,u,n,k,a,-,-
puno1238,k,u,n,k,a,-,-
cusc1236,k,u,n,k,a,-,-
east2551,k,u,n,k,a,-,-
sout2991,k,u,n,k,a,-,-
coch1274,k,u,n,k,a,-,-
sant1432,k,u,N,k,a,-,-
huan1249,k,u,n,k,a,-,-
ayac1239,k,u,n,k,a,-,-
azan1238,k,u,n,k,a,-,-
sanp1258,k,u,n,k,a,-,-
apur1253,k,u,n,k,a,-,-
tana1291,k,u,n,k,a,-,-
cacr1238,k,u,n,k,a,-,-
yauy1235,k,u,n,k,a,-,-
chac1250,k,u,n,g,a,-,-
sanm1289,k,u,n,g,a,-,-
huay1241,k,u,n,k,a,-,-
jauj1238,k,u,n,k,a,-,-
paca1245,k,u,N,k,a,-,-
yaru1256,k,u,N,k,a,-,-
hual1241,k,u,n,k,a,-,-
huai1241,k,u,5,k,a,-,-
coro1247,k,u,n,k,a,-,-
caja1238,k,u,n,g,a,-,-
lamb1276,k,u,n,g,a,-,-
jaqa1244,k,u,n,k,a,-,-
cauq1239,k,u,n,k,a,-,-
