language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
urui1234,-,-,-,u,i,y,a,-,n,i
tsim1260,-,-,-,u,-,y,a,-,n,i
chip1262,-,-,-,w,-,-,e,e,n,-
imba1240,-,t,-,u,-,t,a,-,-,-
azua1234,-,t,-,u,-,t,a,-,-,-
nort3351,-,t,-,u,-,t,a,-,-,-
napo1242,-,t,-,u,-,t,a,-,-,-
tena1240,-,t,-,u,-,t,a,-,-,-
inga1252,-,t,-,u,-,t,a,-,-,-
clas1251,-,t,S,i,-,s,i,-,-,n
clas1251,-,t,-,o,-,t,a,-,-,-
apol1241,-,t,-,u,-,t,a,-,-,-
puno1238,-,t,-,u,-,t,a,-,-,-
cusc1236,-,t,-,u,-,t,a,-,-,-
east2551,-,t,-,u,-,t,a,-,-,-
sout2991,-,t,-,u,-,t,a,-,-,-
coch1274,-,t,-,u,-,t,a,-,-,-
sant1432,-,t,-,u,-,t,a,-,-,-
huan1249,-,t,-,u,-,t,a,-,-,-
ayac1239,-,t,-,u,-,t,a,-,-,-
azan1238,-,t,-,u,-,t,a,-,-,-
sanp1258,-,t,-,u,-,t,a,-,-,-
apur1253,-,t,-,u,-,t,a,-,-,-
tana1291,-,t,-,u,-,t,a,-,-,-
cacr1238,-,t,-,u,-,t,a,-,-,-
yauy1235,-,t,-,u,-,t,a,-,-,-
chac1250,-,t,-,u,-,t,a,-,-,-
sanm1289,-,t,-,u,-,t,a,-,-,-
huay1241,-,t,-,u,-,t,a,-,-,-
jauj1238,-,t,-,u,-,t,a,-,-,-
paca1245,-,-,w,a,-,r,a,-,-,i
yaru1256,-,-,p,a,-,X,a,-,-,s
hual1241,-,t,S,a,-,k,a,-,-,i
huai1241,-,t,S,a,-,q,a,-,-,i
huai1241,-,-,p,a,-,q,a,-,-,s
coro1247,-,-,p,a,-,G,a,-,-,s
caja1238,-,t,-,u,-,t,a,-,-,-
lamb1276,-,t,-,u,-,t,a,-,-,-
jaqa1244,a,r,-,u,-,m,a,-,-,-
cauq1239,a,r,-,u,-,m,a,-,-,-
