language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
chip1262,r,-,i,m,p,-,-,u,i,z
imba1240,t,-,a,n,g,a,n,a,-,-
azua1234,t,-,a,n,g,a,n,a,-,-
nort3351,t,h,a,n,g,-,-,a,-,-
napo1242,t,-,a,n,g,a,n,a,-,-
tena1240,t,-,a,n,g,-,-,a,-,-
sout2990,t,-,a,n,g,a,n,a,-,-
inga1252,t,-,a,n,g,-,-,a,-,-
clas1251,t,-,a,n,k,-,-,a,n,i
apol1241,t,-,a,n,q,-,-,a,-,-
puno1238,t,-,a,n,q,-,-,a,-,-
cusc1236,t,-,a,n,q,-,-,a,-,-
east2551,t,-,a,n,q,-,-,a,-,-
sout2991,t,-,a,n,q,-,-,a,-,-
coch1274,t,-,a,n,X,-,-,a,-,-
sant1432,t,-,a,N,q,-,-,a,-,-
huan1249,t,-,a,n,G,-,-,a,-,-
ayac1239,t,-,a,N,X,-,-,a,-,-
azan1238,t,-,a,n,q,-,-,a,-,-
sanp1258,t,-,a,n,q,-,-,a,-,-
apur1253,t,-,a,n,q,-,-,a,-,-
tana1291,t,-,a,n,q,-,-,a,-,-
cacr1238,t,-,a,n,q,-,-,a,-,-
yauy1235,k,-,u,m,s,-,-,a,-,-
chac1250,t,-,a,n,g,-,-,a,-,-
sanm1289,t,-,a,n,g,-,-,a,-,-
huay1241,t,-,a,n,7,-,-,a,-,-
huay1241,k,-,u,m,s,-,-,a,-,-
jauj1238,t,-,a,n,7,-,-,a,-,-
jauj1238,k,-,u,m,s,-,-,a,-,-
paca1245,k,-,u,-,m,-,-,a,-,-
yaru1256,k,-,u,-,m,-,-,a,-,-
hual1241,t,-,a,n,q,-,-,a,-,-
huai1241,k,-,u,-,m,-,-,a,-,-
coro1247,t,-,a,n,q,-,-,a,-,-
caja1238,k,-,u,m,s,-,-,a,-,-
lamb1276,k,-,u,m,s,-,-,a,-,-
jaqa1244,t,S,i,-,m,-,-,a,-,-
cauq1239,t,S,i,-,m,-,-,a,-,-
