language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
huay1241,-,-,-,w,a,-,s,-,k,-,-,a
jauj1238,-,-,-,w,a,-,s,-,k,-,-,a
yauy1235,-,-,-,w,a,-,s,-,k,-,-,a
hual1241,-,-,-,w,a,-,s,-,k,-,-,a
coro1247,-,-,-,w,a,-,s,-,k,-,-,a
paca1245,-,-,-,w,a,-,s,-,k,-,-,a
caja1238,-,-,-,w,a,-,s,-,k,-,-,a
lamb1276,-,-,-,w,a,-,s,-,k,-,-,a
napo1242,-,-,-,w,a,-,s,-,k,-,-,a
tena1240,-,-,-,w,a,-,s,-,k,-,-,a
sout2990,-,-,-,w,a,-,s,-,k,-,-,a
imba1240,-,-,-,w,a,-,s,-,k,-,-,a
inga1252,-,-,-,w,a,-,s,-,k,-,-,a
cusc1236,-,-,-,w,a,-,s,-,k,-,h,a
puno1238,-,-,-,w,i,-,s,-,k,-,h,a
east2551,-,-,-,w,a,-,s,-,k,-,-,a
ayac1239,-,-,-,w,a,-,s,-,k,-,-,a
sout2991,-,-,-,w,a,-,S,-,k,-,h,a
sant1432,-,-,-,w,a,-,s,-,k,-,-,a
chac1250,-,-,-,w,a,-,s,-,k,-,-,a
sanm1289,-,-,-,w,a,-,s,-,k,-,-,a
jaqa1244,t,S,a,w,a,-,-,-,-,-,r,a
cauq1239,-,-,-,5,a,-,-,-,q,a,y,a
chip1262,m,-,o,l,-,-,-,o,q,-,-,o
chip1262,-,-,-,t,-,-,S,i,k,-,-,i
chip1262,-,-,-,q,u,t,S,-,-,-,-,-
