language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
chip1262,t,S,h,u,l,u,-,-,-,-
imba1240,-,-,-,-,-,i,m,-,-,a
azua1234,-,-,-,-,-,i,m,-,-,a
nort3351,-,-,-,-,-,i,m,-,-,a
napo1242,-,-,-,-,-,i,m,-,-,a
tena1240,-,-,-,-,-,i,m,-,-,a
sout2990,-,-,-,-,-,i,m,-,-,a
inga1252,-,-,-,-,-,i,m,-,-,a
clas1251,-,-,-,-,-,i,m,-,-,a
apol1241,-,-,-,-,-,i,m,-,-,a
puno1238,-,-,-,-,-,i,m,-,-,a
cusc1236,-,-,-,-,-,i,m,-,-,a
east2551,-,-,-,-,-,i,m,-,-,a
sout2991,-,-,-,-,-,i,m,-,-,a
coch1274,-,-,-,-,-,i,m,-,-,a
sant1432,-,-,-,-,-,i,m,-,-,a
huan1249,-,-,-,-,-,i,m,-,-,a
ayac1239,-,-,-,-,-,i,m,-,-,a
azan1238,-,-,-,-,-,i,m,-,-,a
sanp1258,-,-,-,-,-,i,m,-,-,a
apur1253,-,-,-,-,-,i,m,-,-,a
tana1291,-,-,-,-,-,i,m,-,-,a
cacr1238,-,-,-,-,-,i,m,-,-,a
yauy1235,-,-,-,-,-,i,m,-,-,a
chac1250,-,-,-,-,-,i,m,-,-,a
sanm1289,-,-,-,-,-,i,m,-,-,a
huay1241,-,-,-,-,-,i,m,-,-,a
jauj1238,-,-,-,-,-,i,m,-,-,a
paca1245,-,-,-,-,-,i,m,-,-,a
yaru1256,-,-,-,-,-,i,m,-,-,a
hual1241,-,-,-,-,-,i,m,-,-,a
huai1241,-,-,-,-,-,i,m,-,-,a
coro1247,-,-,-,-,-,i,m,-,-,a
caja1238,-,-,-,-,-,i,m,-,-,a
lamb1276,-,-,-,-,-,i,m,-,-,a
jaqa1244,-,-,-,-,-,-,q,u,s,a
cauq1239,-,-,-,-,-,-,q,u,s,i
