language,x1,x2,x3,x4,x5,x6,x7
huay1241,-,y,a,w,a,r,-
jauj1238,-,y,a,w,a,r,-
yauy1235,-,y,a,w,a,r,-
hual1241,-,y,a,w,a,r,-
coro1247,-,y,a,w,a,r,-
paca1245,-,y,a,w,a,r,-
caja1238,-,y,a,w,a,r,-
lamb1276,-,y,a,w,a,r,-
napo1242,-,r,a,w,a,i,-
tena1240,-,y,a,w,a,r,-
sout2990,-,y,a,w,a,r,-
imba1240,-,y,a,w,a,r,-
inga1252,-,y,a,w,a,r,-
cusc1236,-,y,a,w,a,r,-
puno1238,-,y,a,w,a,r,-
east2551,-,y,a,w,a,r,-
ayac1239,-,y,a,w,a,r,-
sout2991,-,y,a,w,a,r,-
sant1432,-,y,-,-,a,r,-
chac1250,-,y,a,w,a,r,-
sanm1289,-,y,a,w,a,r,-
jaqa1244,-,-,-,w,i,l,a
cauq1239,-,-,-,w,i,l,a
chip1262,l,y,o,k,-,-,-
