language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
urui1234,-,-,k,o,-,l,-,k,-,-,-,-,o
urui1234,-,-,k,o,-,n,-,k,-,-,-,-,o
tsim1260,-,-,k,u,-,n,-,k,-,-,-,-,u
chip1262,k,i,m,-,-,s,a,q,a,L,a,q,u
imba1240,-,-,p,u,-,s,a,k,-,-,-,-,-
azua1234,-,-,p,u,-,s,a,g,-,-,-,-,-
nort3351,-,-,p,u,-,s,a,x,-,-,-,-,-
napo1242,-,-,p,u,-,s,a,X,-,-,-,-,-
tena1240,-,-,p,u,-,s,a,x,-,-,-,-,-
sout2990,-,-,p,u,-,s,a,k,-,-,-,-,-
inga1252,-,-,p,u,-,s,a,g,-,-,-,-,-
clas1251,-,-,p,u,-,s,a,k,-,-,-,-,-
apol1241,-,-,p,u,-,s,a,X,-,-,-,-,-
puno1238,-,-,p,u,-,s,a,X,-,-,-,-,-
cusc1236,-,-,p,u,-,s,a,X,-,-,-,-,-
east2551,-,-,m,u,-,s,a,q,-,-,-,-,-
sout2991,-,-,p,u,-,s,a,X,-,-,-,-,-
coch1274,-,-,p,u,-,s,a,X,-,-,-,-,-
sant1432,-,-,p,u,-,s,a,X,-,-,-,-,-
huan1249,-,-,p,u,-,s,a,X,-,-,-,-,-
ayac1239,-,-,p,u,-,s,a,X,-,-,-,-,-
azan1238,-,-,p,u,-,s,a,q,-,-,-,-,-
sanp1258,-,-,p,u,-,s,a,q,-,-,-,-,-
apur1253,-,-,p,u,-,s,a,q,-,-,-,-,-
tana1291,-,-,p,u,-,s,a,q,-,-,-,-,-
cacr1238,-,-,p,u,-,s,a,q,-,-,-,-,-
yauy1235,-,-,p,u,-,s,a,X,-,-,-,-,-
chac1250,-,-,p,u,-,s,a,k,-,-,-,-,-
sanm1289,-,-,p,u,-,s,a,k,-,-,-,-,-
huay1241,-,-,p,u,-,s,a,7,-,-,-,-,-
jauj1238,-,-,p,u,-,s,a,7,-,-,-,-,-
paca1245,-,-,p,u,-,w,a,X,-,-,-,-,-
yaru1256,-,-,p,u,-,w,a,X,-,-,-,-,-
hual1241,-,-,p,u,-,s,a,X,-,-,-,-,-
huai1241,-,-,p,u,-,s,a,q,-,-,-,-,-
coro1247,-,-,p,u,-,s,a,q,-,-,-,-,-
caja1238,-,-,p,u,-,s,a,X,-,-,-,-,-
lamb1276,-,-,-,o,t,S,o,-,-,-,-,-,-
jaqa1244,-,-,p,u,-,s,a,q,-,-,-,-,a
cauq1239,-,-,p,u,-,s,a,q,-,-,-,-,a
