language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
huay1241,-,-,k,a,l,-,-,-,-,u,-
jauj1238,-,-,k,a,l,-,-,-,-,u,-
yauy1235,-,-,k,a,r,-,-,-,-,u,-
hual1241,-,-,k,a,r,-,-,-,-,u,-
coro1247,-,-,l,a,r,-,g,-,-,u,-
paca1245,-,-,k,a,r,-,-,-,-,u,-
caja1238,-,-,k,a,r,-,-,-,-,u,-
lamb1276,-,-,k,a,r,-,-,-,-,u,-
napo1242,-,-,k,a,r,-,-,-,-,u,-
tena1240,-,-,k,a,r,-,-,-,-,u,-
sout2990,-,-,-,-,t,-,S,i,p,i,-
sout2990,-,-,k,a,r,-,-,-,-,u,-
imba1240,-,-,k,a,r,-,-,-,-,u,-
inga1252,-,-,k,a,r,-,-,-,-,u,-
cusc1236,-,-,k,a,r,-,-,-,-,u,-
puno1238,-,-,k,a,r,-,-,-,-,u,-
east2551,-,-,k,a,r,-,-,-,-,u,-
ayac1239,-,-,k,a,r,-,-,-,-,u,-
sout2991,-,-,k,a,r,-,-,-,-,u,-
sant1432,-,-,k,a,r,-,-,-,-,u,-
chac1250,-,-,k,a,r,-,-,-,-,u,-
sanm1289,-,-,k,a,r,-,-,-,-,u,-
jaqa1244,-,-,h,a,y,-,-,-,-,a,-
cauq1239,-,-,h,a,y,-,-,-,-,a,-
chip1262,n,a,k,-,h,-,-,-,-,u,-
chip1262,-,a,-,-,z,h,k,-,-,i,n
