language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
huay1241,-,h,-,u,n,-,-,-,t,-,a
jauj1238,-,h,-,u,n,-,-,-,t,-,a
yauy1235,-,h,-,u,n,-,-,-,t,-,a
hual1241,-,h,-,u,n,-,-,-,t,-,a
coro1247,-,-,-,u,n,-,-,-,t,-,a
paca1245,-,x,-,u,n,-,-,-,t,-,a
caja1238,-,-,-,u,n,-,-,-,d,-,a
lamb1276,-,-,-,u,n,-,-,-,d,-,a
napo1242,-,h,-,u,n,-,-,-,d,-,a
tena1240,-,-,-,u,n,d,a,k,t,-,a
sout2990,-,-,-,u,n,-,-,-,d,-,a
imba1240,-,x,-,u,n,-,-,-,d,-,a
inga1252,-,x,-,u,n,-,-,-,d,-,a
cusc1236,-,h,-,u,n,-,-,-,t,-,a
puno1238,-,h,-,u,n,-,-,-,t,-,a
east2551,-,h,-,u,n,-,-,-,t,-,a
east2551,-,L,-,i,n,-,-,-,p,-,a
ayac1239,-,h,-,u,n,-,-,-,t,-,a
sout2991,-,h,-,u,n,-,-,-,t,-,a
sant1432,-,-,-,u,n,-,-,-,t,-,a
chac1250,-,x,-,u,n,-,-,-,d,-,a
sanm1289,-,x,-,u,n,-,-,-,d,-,a
jaqa1244,p,h,-,u,-,-,-,-,q,-,a
cauq1239,p,h,-,u,-,-,-,-,q,h,a
chip1262,t,S,h,i,p,-,-,-,-,-,i
chip1262,t,s,-,i,n,-,-,-,-,-,a
