language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
huay1241,-,-,h,u,i,L,-,-,-,u,r,-,-,-
jauj1238,-,-,h,u,i,L,-,-,-,u,r,-,-,-
yauy1235,-,-,q,u,i,L,-,-,-,u,r,-,-,-
hual1241,-,-,q,u,i,L,-,-,-,u,r,-,-,-
hual1241,-,-,q,u,i,L,-,-,-,a,r,-,-,-
coro1247,-,-,l,o,-,s,-,-,-,e,r,-,-,o
paca1245,-,-,l,o,-,s,-,-,-,e,r,-,-,o
caja1238,-,-,l,u,-,z,-,-,-,e,r,-,-,u
lamb1276,-,-,X,u,-,y,-,-,-,a,r,-,-,-
tena1240,-,-,-,e,-,s,t,-,r,e,L,-,-,a
sout2990,-,-,-,i,-,s,t,i,r,i,L,-,-,a
imba1240,-,-,l,u,-,z,-,-,-,i,r,-,-,u
cusc1236,-,-,t,-,-,S,-,-,-,a,s,-,k,a
puno1238,-,-,t,-,-,S,-,-,-,a,s,-,k,a
ayac1239,-,-,X,o,i,L,-,-,-,u,r,-,-,-
sout2991,-,-,t,-,-,S,-,-,-,a,s,-,k,a
sant1432,-,-,q,o,-,Z,-,-,-,u,r,-,-,-
sanm1289,-,-,l,u,-,s,-,-,-,e,r,-,-,o
jaqa1244,-,-,w,-,-,-,-,-,-,a,r,a,x,a
cauq1239,-,-,w,-,-,-,-,-,-,a,r,a,x,a
chip1262,w,a,r,a,-,w,-,-,-,a,r,-,-,a
