language,x1,x2,x3,x4,x5,x6,x7
huay1241,p,u,-,-,-,p,u
jauj1238,p,u,-,-,-,p,u
yauy1235,p,u,-,-,-,p,u
hual1241,p,u,-,-,-,p,u
coro1247,p,u,-,-,-,p,u
paca1245,p,u,-,-,-,p,u
caja1238,m,u,n,d,-,Z,u
lamb1276,m,u,n,d,-,Z,u
napo1242,p,u,-,-,-,p,u
tena1240,p,u,-,-,-,p,u
sout2990,p,u,-,-,-,p,u
imba1240,p,u,-,-,-,p,u
inga1252,p,u,-,-,-,p,u
cusc1236,p,u,-,-,-,p,u
puno1238,k,u,-,r,u,r,u
east2551,p,u,-,-,-,p,u
ayac1239,p,u,-,-,-,p,u
sout2991,p,u,-,-,-,p,u
sant1432,p,u,-,-,-,p,u
chac1250,p,u,-,-,-,p,u
sanm1289,p,u,-,-,-,p,u
jaqa1244,k,u,-,r,u,r,u
cauq1239,k,u,-,r,u,r,u
chip1262,t,o,-,-,-,5,i
