language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
huay1241,t,S,a,-,k,w,-,-,a,-,S,-
jauj1238,t,S,a,-,k,w,-,-,a,-,S,-
yauy1235,t,S,a,-,k,w,-,-,a,-,S,-
hual1241,t,S,a,-,k,w,-,-,a,-,n,-
coro1247,t,S,a,-,k,w,-,-,a,-,s,-
paca1245,-,s,a,-,k,w,-,-,a,-,-,-
paca1245,t,S,a,-,t,S,-,-,a,-,s,-
caja1238,-,b,i,e,x,-,-,-,a,-,-,-
lamb1276,r,r,u,-,k,u,-,n,a,-,-,-
lamb1276,r,r,u,-,k,u,-,-,-,-,-,-
napo1242,-,-,-,-,-,r,u,k,u,-,-,-
tena1240,-,-,-,-,-,r,u,k,u,-,-,-
sout2990,-,p,a,-,-,y,-,-,a,-,-,-
imba1240,-,p,a,-,-,y,-,-,a,-,-,-
cusc1236,-,p,a,-,-,y,-,-,a,-,-,-
puno1238,-,p,a,-,-,y,-,-,a,-,-,-
east2551,-,p,a,-,-,y,-,-,a,-,-,-
ayac1239,-,p,a,-,-,y,-,-,a,-,-,-
sout2991,-,-,a,-,t,S,-,-,a,t,S,i
sant1432,-,p,a,-,-,y,-,-,a,-,-,-
chac1250,-,p,a,-,-,y,-,-,a,-,-,-
sanm1289,-,p,a,-,-,y,-,-,a,-,-,-
jaqa1244,a,p,a,-,-,k,-,-,a,-,-,-
cauq1239,a,p,a,-,-,k,-,-,a,-,-,-
chip1262,t,S,a,-,k,w,-,-,-,-,-,-
