language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
huay1241,t,-,-,u,-,-,7,-,-,a
jauj1238,t,-,-,u,-,-,7,-,-,a
yauy1235,t,-,-,u,-,-,q,-,-,a
hual1241,t,-,-,u,-,-,q,-,-,a
coro1247,t,-,-,u,-,-,q,-,-,a
paca1245,t,-,-,o,-,-,X,-,-,a
caja1238,t,-,-,u,-,-,X,-,-,a
lamb1276,t,-,-,u,-,-,X,-,-,a
napo1242,t,i,y,u,-,-,k,a,n,a
tena1240,t,i,y,u,-,-,k,-,-,a
sout2990,t,i,y,u,-,-,k,a,n,a
imba1240,t,-,-,u,-,-,k,a,n,a
inga1252,t,-,-,u,-,-,k,-,-,a
cusc1236,t,-,h,u,-,-,q,-,-,a
puno1238,t,-,h,u,-,-,q,-,-,a
ayac1239,t,-,-,o,-,-,X,-,-,a
sout2991,t,-,h,u,-,-,q,-,-,a
sant1432,t,-,-,o,-,-,X,-,-,a
chac1250,t,-,-,u,-,-,k,-,-,a
sanm1289,t,-,-,u,-,-,k,-,-,a
jaqa1244,t,-,h,u,-,-,s,-,-,u
cauq1239,t,-,S,u,-,-,s,-,-,a
chip1262,t,-,h,u,i,t,z,-,-,-
