language,x1,x2,x3,x4,x5,x6,x7
urui1234,-,-,n,o,-,n,i
tsim1260,-,-,m,u,-,X,o
imba1240,-,-,m,u,-,y,u
azua1234,-,-,m,u,-,y,u
nort3351,-,-,m,u,-,y,u
napo1242,-,-,m,u,-,y,u
tena1240,-,-,m,u,-,y,u
sout2990,-,-,m,u,-,y,u
inga1252,-,-,m,u,-,y,u
clas1251,-,-,m,o,-,n,i
clas1251,-,-,m,o,-,h,o
apol1241,-,-,m,u,-,x,u
puno1238,-,-,m,u,-,x,u
cusc1236,-,-,m,u,-,x,u
east2551,-,-,m,u,-,q,u
east2551,-,-,m,u,-,h,u
east2551,-,-,m,u,-,X,u
sout2991,-,-,m,u,-,h,u
coch1274,-,-,m,u,-,h,u
huan1249,-,-,m,u,-,x,u
ayac1239,-,-,m,u,-,y,a
ayac1239,-,-,m,u,-,r,u
yauy1235,-,-,m,u,-,n,i
chac1250,-,-,m,u,-,r,u
sanm1289,-,-,m,u,-,r,u
huay1241,-,-,m,u,-,h,u
jauj1238,-,-,m,u,-,h,u
paca1245,-,-,m,u,-,r,u
yaru1256,-,-,m,u,-,r,u
hual1241,-,-,m,u,-,r,u
huai1241,-,-,m,u,-,r,u
coro1247,-,-,m,u,-,r,u
caja1238,-,-,m,u,-,r,u
lamb1276,s,e,m,i,-,L,a
jaqa1244,-,-,-,a,t,h,a
cauq1239,-,-,-,a,t,S,a
