language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
huay1241,p,-,a,-,-,-,l,-,-,-,i,-,-,-
jauj1238,p,-,a,-,-,-,l,-,-,-,i,-,-,-
yauy1235,p,-,a,-,-,-,w,-,-,-,a,-,-,-
hual1241,p,-,a,-,-,-,r,-,-,-,i,-,-,-
coro1247,b,u,e,-,-,-,l,-,-,-,E,-,-,-
paca1245,p,-,a,-,-,-,r,-,-,-,i,-,-,-
caja1238,p,-,a,-,-,-,r,-,-,-,i,-,-,-
lamb1276,p,-,a,-,-,-,r,-,-,-,i,-,-,-
napo1242,w,-,a,m,b,u,r,-,-,-,i,-,n,a
tena1240,w,-,a,m,b,u,r,-,-,-,i,-,-,-
sout2990,p,-,a,-,w,a,n,-,-,-,a,-,-,-
imba1240,b,-,u,-,-,-,l,a,n,-,a,-,-,-
cusc1236,p,h,a,-,-,-,w,-,-,-,a,-,-,-
puno1238,h,-,a,-,-,-,l,a,n,t,a,-,-,-
east2551,p,-,a,-,-,-,w,-,-,-,a,-,-,-
east2551,p,-,a,-,-,-,l,-,-,-,a,-,-,-
ayac1239,p,-,a,-,-,-,w,-,-,-,a,-,-,-
sout2991,p,h,a,-,-,-,w,-,-,-,a,-,-,-
sant1432,p,-,-,-,-,-,-,-,-,-,a,-,-,-
chac1250,p,-,a,-,-,-,w,-,-,-,a,-,-,-
sanm1289,p,-,a,-,-,-,w,-,-,-,a,-,-,-
jaqa1244,h,-,a,x,-,-,p,-,t,-,a,-,-,-
cauq1239,h,-,a,x,-,-,p,-,t,-,a,-,-,-
chip1262,-,-,-,-,-,-,l,-,-,-,a,y,z,-
