language,x1,x2,x3,x4,x5,x6,x7,x8
urui1234,-,S,-,i,5,-,i,-
tsim1260,-,s,-,i,5,-,a,-
chip1262,-,z,-,i,5,-,i,-
imba1240,-,l,-,u,-,l,u,n
azua1234,-,r,-,u,-,r,u,-
nort3351,-,l,-,u,-,l,u,n
napo1242,-,l,-,u,-,l,u,n
tena1240,-,l,-,u,-,l,u,n
sout2990,-,l,-,u,-,l,u,n
clas1251,-,r,-,u,-,r,u,-
clas1251,-,r,-,u,n,t,u,-
apol1241,-,r,-,u,n,t,u,-
puno1238,-,r,-,u,n,t,u,-
cusc1236,-,r,-,u,n,t,u,-
east2551,-,r,-,u,n,t,u,-
sout2991,r,r,-,u,n,t,u,-
coch1274,r,r,-,u,n,t,u,-
sant1432,-,r,-,u,n,t,u,-
huan1249,-,r,-,u,n,t,u,-
ayac1239,-,r,-,u,n,t,u,-
azan1238,-,r,-,u,n,t,u,-
sanp1258,-,r,-,u,n,t,u,-
apur1253,-,r,-,u,n,t,u,-
tana1291,-,l,-,u,n,t,u,-
cacr1238,-,l,-,u,n,t,u,-
yauy1235,-,r,-,u,n,t,u,-
chac1250,-,r,-,u,n,d,u,-
sanm1289,-,r,-,u,n,d,u,-
huay1241,-,l,-,u,n,t,u,-
jauj1238,-,l,-,u,l,-,u,-
paca1245,-,r,-,u,-,r,u,-
yaru1256,Z,r,-,u,-,r,u,-
hual1241,-,r,-,u,n,t,u,-
huai1241,-,r,-,u,-,r,u,-
coro1247,-,r,-,u,n,t,u,-
caja1238,-,r,-,u,-,r,u,-
lamb1276,r,r,-,u,n,d,u,-
jaqa1244,-,n,-,u,-,r,u,-
cauq1239,-,k,a,w,-,n,a,-
