language,x1,x2,x3,x4,x5,x6,x7
urui1234,-,a,n,-,-,-,a
tsim1260,h,a,n,i,h,u,a
chip1262,-,a,n,-,-,-,a
imba1240,m,a,n,-,-,-,a
azua1234,m,a,n,-,-,-,a
nort3351,m,a,n,-,-,-,a
napo1242,m,a,n,-,-,-,a
tena1240,m,a,n,-,-,-,a
sout2990,m,a,n,-,-,-,a
inga1252,m,a,n,-,-,-,a
clas1251,m,a,n,-,-,-,a
apol1241,m,a,n,-,-,-,a
puno1238,m,a,n,-,-,-,a
cusc1236,m,a,n,-,-,-,a
east2551,m,a,n,-,-,-,a
sout2991,m,a,n,-,-,-,a
coch1274,m,a,n,-,-,-,a
sant1432,m,a,n,-,-,-,a
huan1249,m,a,n,-,-,-,a
ayac1239,m,a,n,-,-,-,a
azan1238,m,a,n,-,-,-,a
sanp1258,m,a,n,-,-,-,a
apur1253,m,a,n,-,-,-,a
tana1291,m,a,n,-,-,-,a
cacr1238,m,a,n,-,-,-,a
yauy1235,m,a,n,-,-,-,a
chac1250,m,a,n,-,-,-,a
sanm1289,m,a,n,-,-,-,a
huay1241,m,a,n,-,-,-,a
jauj1238,m,a,n,-,-,-,a
paca1245,m,a,n,-,-,-,a
yaru1256,m,a,n,-,-,-,a
hual1241,m,a,n,-,-,-,a
huai1241,m,a,5,-,-,-,a
coro1247,m,a,n,-,-,-,a
caja1238,m,a,n,-,-,-,a
lamb1276,m,a,n,-,-,-,a
jaqa1244,-,i,S,-,-,-,a
cauq1239,-,i,S,-,-,-,a
