language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
huay1241,-,-,-,l,-,i,-,m,-,-,a
jauj1238,-,-,-,l,-,i,-,m,-,-,a
yauy1235,-,-,-,r,-,i,-,m,-,-,a
hual1241,p,a,r,l,-,-,-,-,-,-,a
coro1247,p,a,r,l,-,-,-,-,-,-,a
paca1245,p,a,r,l,-,-,-,-,-,-,a
caja1238,-,-,-,r,-,i,-,m,-,-,a
lamb1276,-,-,-,r,-,i,-,m,-,-,a
napo1242,-,-,-,r,-,i,-,m,a,n,a
tena1240,-,-,-,r,-,i,-,m,-,-,a
sout2990,-,-,-,r,-,i,-,m,a,n,a
sout2990,p,a,-,r,l,a,-,n,-,-,a
imba1240,-,-,-,r,-,i,-,m,a,n,a
inga1252,-,-,-,r,-,i,-,m,-,-,a
cusc1236,-,-,-,r,-,i,-,m,-,-,a
puno1238,-,-,-,r,-,i,-,m,-,-,a
east2551,-,-,-,r,-,i,-,m,-,-,a
east2551,p,a,r,l,-,-,-,-,-,-,a
ayac1239,-,-,-,r,-,i,-,m,-,-,a
sout2991,p,a,r,l,-,-,-,-,-,-,a
sant1432,-,-,-,r,-,i,-,m,-,-,a
chac1250,-,-,-,r,-,i,-,m,-,-,a
sanm1289,-,-,-,r,-,i,-,m,-,-,a
jaqa1244,-,a,-,r,-,u,-,-,-,-,-
cauq1239,-,a,-,r,-,u,-,-,-,-,-
chip1262,-,t,S,h,-,i,y,z,-,-,-
