language,x1,x2,x3,x4,x5,x6,x7
huay1241,-,-,s,u,-,k,-
jauj1238,-,-,h,u,-,k,-
yauy1235,-,-,h,u,-,k,-
hual1241,-,-,h,u,-,k,-
coro1247,-,-,-,u,-,k,-
paca1245,-,-,x,u,-,k,-
caja1238,-,-,s,u,-,X,-
lamb1276,-,-,-,u,-,k,-
napo1242,-,-,S,u,-,-,-
tena1240,-,-,S,u,-,x,-
sout2990,-,-,S,u,-,k,-
imba1240,-,-,S,u,-,k,-
inga1252,-,-,s,u,-,g,-
cusc1236,-,-,h,u,-,X,-
puno1238,-,-,-,u,-,x,-
east2551,-,-,h,u,-,q,-
east2551,-,-,h,u,-,X,-
east2551,-,-,h,u,-,k,-
ayac1239,-,-,h,u,-,k,-
sout2991,-,-,-,u,-,x,-
sant1432,-,-,s,u,-,x,-
chac1250,-,-,s,u,-,x,-
sanm1289,-,-,s,u,-,k,-
jaqa1244,m,a,y,a,-,-,-
cauq1239,m,a,y,a,-,-,-
chip1262,-,-,z,i,n,t,a
