language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
huay1241,-,L,a,-,7,w,-,-,a,-,-
jauj1238,-,L,a,-,7,w,-,-,a,-,-
yauy1235,-,L,a,-,q,w,-,-,a,-,-
hual1241,-,L,a,-,q,w,-,-,a,-,-
coro1247,-,l,a,-,q,w,-,-,a,-,-
paca1245,-,l,a,-,X,w,-,-,a,-,-
caja1238,-,L,a,-,q,w,-,-,a,-,-
lamb1276,-,Z,a,-,X,w,-,-,a,-,-
napo1242,-,L,a,u,k,-,-,-,a,n,a
tena1240,-,L,a,u,k,-,-,-,a,-,-
sout2990,-,l,a,u,k,-,-,-,a,n,a
imba1240,-,l,a,-,m,b,i,n,a,-,-
inga1252,-,L,a,-,k,w,-,-,a,-,-
cusc1236,-,L,a,-,X,w,-,-,a,-,-
puno1238,-,L,a,-,X,w,-,-,a,-,-
east2551,-,l,a,u,q,-,-,-,a,-,-
east2551,-,L,a,-,q,w,-,-,a,-,-
ayac1239,-,L,a,-,X,w,-,-,a,-,-
sout2991,-,L,a,-,q,w,-,-,a,-,-
sant1432,-,Z,a,-,X,w,-,-,a,-,-
chac1250,d,Z,a,-,k,w,-,-,a,-,-
sanm1289,d,Z,a,-,k,w,-,-,a,-,-
jaqa1244,-,h,a,-,L,p,-,-,i,-,-
cauq1239,-,h,a,-,L,p,-,-,a,-,-
chip1262,i,s,i,s,z,-,-,-,-,-,-
chip1262,i,-,-,s,z,-,-,-,-,-,-
