language,x1,x2,x3,x4,x5,x6
huay1241,t,-,u,l,-,i
jauj1238,t,-,u,l,-,i
yauy1235,t,-,u,r,-,i
hual1241,t,-,u,r,-,i
coro1247,t,-,u,r,-,i
paca1245,t,-,u,r,-,i
caja1238,t,-,u,r,-,i
lamb1276,-,-,u,k,n,i
napo1242,t,-,u,r,-,i
tena1240,t,-,u,r,-,i
sout2990,t,-,u,r,-,i
imba1240,w,a,u,k,-,i
inga1252,t,-,u,r,-,i
cusc1236,t,-,u,r,-,a
puno1238,t,-,u,r,-,a
east2551,t,-,o,r,a,i
ayac1239,t,-,u,r,-,i
sout2991,5,-,a,5,-,a
sant1432,t,-,u,r,-,a
chac1250,t,-,u,r,-,i
sanm1289,t,-,u,r,-,i
jaqa1244,-,-,a,l,-,u
cauq1239,-,-,a,l,-,u
chip1262,h,-,i,l,-,a
