language,x1,x2,x3,x4,x5,x6,x7
huay1241,t,S,i,t,-,S,i
huay1241,-,5,u,-,-,5,u
jauj1238,t,S,u,t,-,S,u
yauy1235,-,5,u,-,-,5,u
hual1241,t,S,i,t,-,S,i
hual1241,t,S,u,t,-,S,u
coro1247,-,s,e,n,-,-,o
paca1245,t,S,u,t,-,S,u
caja1238,t,S,u,t,-,S,u
lamb1276,-,5,u,-,-,5,u
napo1242,t,S,u,t,-,S,u
tena1240,t,S,u,t,-,S,u
sout2990,t,S,u,t,-,S,u
imba1240,t,S,u,t,-,S,u
inga1252,t,S,u,t,-,S,u
cusc1236,-,5,u,-,-,5,u
puno1238,-,5,u,-,-,5,u
east2551,-,5,u,-,-,5,u
ayac1239,-,5,u,-,-,5,u
sout2991,-,5,u,-,-,5,u
sant1432,-,5,u,-,-,5,u
chac1250,-,5,u,-,-,5,u
chac1250,t,S,u,t,-,S,u
sanm1289,-,5,u,-,-,5,u
sanm1289,t,S,u,t,-,S,u
jaqa1244,-,5,u,-,-,5,u
cauq1239,-,5,u,-,-,5,u
chip1262,-,p,i,-,-,z,-
chip1262,t,S,a,5,a,k,a
