language,x1,x2,x3,x4,x5,x6
huay1241,-,u,s,a,-,-
jauj1238,-,u,s,a,-,-
yauy1235,-,u,s,a,-,-
hual1241,-,u,s,a,-,-
coro1247,-,u,s,a,-,-
paca1245,-,u,w,a,-,-
caja1238,-,u,s,a,-,-
lamb1276,l,i,S,u,-,-
lamb1276,l,i,s,u,-,-
napo1242,-,u,s,a,-,-
tena1240,-,u,s,a,-,-
sout2990,-,u,s,a,-,-
imba1240,-,u,s,a,-,-
inga1252,-,u,s,a,-,-
cusc1236,-,u,s,a,-,-
puno1238,-,u,s,a,-,-
east2551,-,u,s,a,-,-
ayac1239,-,u,s,a,-,-
sout2991,-,u,s,a,-,-
sant1432,-,u,s,a,-,-
chac1250,-,u,s,a,-,-
sanm1289,-,u,s,a,-,-
jaqa1244,n,a,p,a,-,-
cauq1239,n,a,p,a,-,-
chip1262,-,-,s,a,m,i
