language,x1,x2,x3,x4,x5,x6,x7
huay1241,m,i,-,S,k,-,i
jauj1238,m,i,-,S,k,-,i
yauy1235,m,i,-,S,k,-,i
hual1241,m,i,-,S,k,-,i
coro1247,m,i,-,S,k,-,i
paca1245,m,i,-,S,k,-,i
caja1238,m,i,-,S,k,-,i
lamb1276,5,u,-,-,k,5,u
napo1242,m,i,-,S,k,-,i
tena1240,m,i,-,S,k,-,i
sout2990,m,i,-,S,k,-,i
imba1240,m,i,-,S,k,-,i
inga1252,d,u,-,s,-,-,i
inga1252,m,i,-,s,x,-,i
cusc1236,m,i,-,s,k,-,i
puno1238,m,i,-,s,k,-,i
east2551,m,i,-,s,k,-,i
ayac1239,m,i,-,s,k,-,i
sout2991,m,i,-,s,k,-,i
sant1432,m,i,-,S,k,-,i
chac1250,m,i,-,s,k,-,i
sanm1289,m,i,-,s,k,-,i
jaqa1244,m,u,x,s,-,-,a
cauq1239,m,u,-,s,-,-,a
chip1262,m,a,-,z,q,-,a
