language,x1,x2,x3,x4,x5,x6,x7,x8
imba1240,t,S,u,-,p,a,n,a
azua1234,t,S,u,t,S,u,n,a
azua1234,-,s,u,n,g,a,n,a
nort3351,t,S,u,t,S,-,-,u
napo1242,t,s,u,n,g,a,n,a
tena1240,t,s,u,n,g,-,-,a
sout2990,t,S,u,t,S,u,n,a
sout2990,t,s,u,n,g,a,n,a
sout2990,t,S,u,-,p,a,n,a
inga1252,t,S,u,t,S,u,r,i
clas1251,-,s,u,-,q,u,n,i
clas1251,t,S,u,m,q,-,-,a
clas1251,t,S,u,n,q,-,-,a
apol1241,t,S,u,n,q,-,-,a
puno1238,t,S,u,n,q,-,-,a
cusc1236,t,S,u,n,q,-,-,a
east2551,t,S,o,n,q,-,-,a
sout2991,t,S,u,n,q,-,-,a
coch1274,t,S,u,n,X,-,-,a
sant1432,-,5,u,-,5,-,-,u
sant1432,t,S,o,N,q,-,-,a
huan1249,-,s,u,-,X,-,-,u
ayac1239,-,s,o,-,X,-,-,o
azan1238,-,S,o,-,q,-,-,u
sanp1258,-,S,o,-,q,-,-,u
apur1253,-,S,o,-,q,-,-,u
tana1291,-,S,o,-,q,-,-,u
cacr1238,-,S,o,-,q,-,-,u
yauy1235,-,S,u,-,q,-,-,u
chac1250,-,S,u,-,k,-,-,u
sanm1289,-,S,u,-,k,-,-,u
huay1241,-,S,o,-,q,-,-,u
huay1241,-,5,u,-,5,-,-,u
jauj1238,-,S,o,-,q,-,-,u
jauj1238,-,5,u,-,5,-,-,u
paca1245,-,S,o,-,X,-,-,u
yaru1256,-,S,o,-,X,-,-,u
hual1241,-,S,u,-,q,-,-,u
huai1241,-,S,o,-,q,-,-,u
coro1247,-,S,u,-,q,-,-,u
caja1238,-,5,u,-,5,-,-,u
lamb1276,-,S,u,-,X,-,-,u
jaqa1244,-,S,u,-,q,-,-,u
cauq1239,-,S,u,-,q,-,-,u
