language,x1,x2,x3,x4
chip1262,-,t,i,i
imba1240,-,k,a,i
azua1234,-,k,a,i
nort3351,-,k,a,i
napo1242,-,k,a,i
tena1240,-,k,a,i
sout2990,-,k,a,i
inga1252,-,k,a,i
clas1251,-,k,a,i
apol1241,-,k,a,i
puno1238,-,k,a,i
cusc1236,-,k,a,i
east2551,-,k,a,i
sout2991,-,k,a,i
coch1274,-,k,a,i
sant1432,-,k,a,i
huan1249,-,k,a,i
ayac1239,-,k,a,i
azan1238,-,k,a,i
sanp1258,-,k,a,i
apur1253,-,k,a,i
tana1291,-,k,a,i
cacr1238,-,k,a,i
yauy1235,-,k,a,i
chac1250,-,k,a,i
sanm1289,-,k,a,i
huay1241,-,k,a,i
jauj1238,-,k,a,i
paca1245,-,k,a,i
yaru1256,-,k,a,i
hual1241,-,k,a,i
coro1247,-,k,-,e
caja1238,-,k,a,i
lamb1276,-,k,a,i
jaqa1244,a,k,a,-
cauq1239,a,k,a,-
