language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
huay1241,-,-,-,b,i,-,r,-,d,-,-,-,-,i,-,-,-,-
yauy1235,-,-,-,b,e,-,r,-,d,-,-,-,-,e,-,-,-,-
hual1241,-,-,-,b,e,-,r,-,d,-,-,-,-,e,-,-,-,-
coro1247,-,-,-,-,-,-,-,-,t,s,-,-,-,i,q,y,a,q
paca1245,-,-,-,b,e,-,r,-,d,-,-,-,-,i,-,-,-,-
caja1238,t,-,-,S,i,-,X,-,y,-,-,-,-,a,-,-,-,x
lamb1276,t,-,-,S,i,-,X,-,y,-,-,-,-,a,-,-,-,X
napo1242,-,-,-,b,i,-,r,-,d,-,-,-,-,i,-,-,-,-
tena1240,-,-,-,b,e,-,r,-,d,-,-,-,-,e,-,-,-,-
sout2990,-,-,-,k,i,-,-,-,L,-,-,-,-,u,-,-,-,-
imba1240,-,-,-,b,i,-,r,-,d,-,-,-,-,i,-,-,-,-
cusc1236,-,q,u,m,i,-,r,-,-,-,-,-,-,-,-,-,-,-
puno1238,-,q,u,m,i,-,r,-,-,-,-,-,-,-,-,-,-,-
east2551,-,q,o,m,i,-,r,-,-,-,-,-,-,-,-,-,-,-
ayac1239,-,X,u,m,i,-,r,-,r,-,-,-,-,-,-,-,-,-
sout2991,-,q,u,m,i,-,r,-,-,-,-,-,-,-,-,-,-,-
sant1432,-,q,o,m,e,-,r,-,-,-,-,-,-,-,-,-,-,-
chac1250,t,S,-,-,i,k,y,a,x,-,-,-,-,-,-,-,-,-
sanm1289,t,S,-,-,i,k,y,a,k,-,-,-,-,-,-,-,-,-
jaqa1244,-,-,-,b,e,-,r,-,d,-,-,-,-,e,-,-,-,-
cauq1239,-,-,-,-,-,-,-,-,t,S,i,k,y,a,-,-,-,-
chip1262,t,S,o,-,y,-,5,-,-,-,-,-,-,a,-,-,-,-
