language,x1,x2,x3,x4,x5,x6,x7,x8
yauy1235,k,a,-,-,r,a,-,-
hual1241,q,a,X,-,L,a,-,-
coro1247,q,a,q,-,L,a,-,-
paca1245,k,a,-,-,r,a,-,-
caja1238,q,a,X,-,L,a,-,-
lamb1276,X,a,X,d,Z,a,-,-
napo1242,-,-,-,-,5,a,w,i
tena1240,-,-,-,-,5,a,b,i
sout2990,-,u,-,-,y,a,-,-
imba1240,-,-,-,-,5,a,w,i
inga1252,-,-,-,-,5,a,w,i
cusc1236,-,u,-,-,y,a,-,-
puno1238,-,u,-,-,y,a,-,-
east2551,-,u,-,-,y,a,-,-
ayac1239,-,u,-,-,y,a,-,-
sout2991,-,u,-,-,y,a,-,-
sant1432,-,u,-,-,y,a,-,-
chac1250,w,i,-,-,y,a,-,-
sanm1289,-,u,-,-,y,a,-,-
jaqa1244,q,a,x,-,L,a,-,-
cauq1239,q,a,x,-,L,a,-,-
chip1262,-,-,-,-,y,u,k,-
