language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
huay1241,-,-,-,l,i,k,-,a,-,-
jauj1238,-,-,-,l,i,k,-,a,-,-
yauy1235,-,-,-,r,i,k,-,a,-,-
hual1241,-,-,-,r,i,k,-,a,-,-
coro1247,-,-,-,r,i,k,-,a,-,-
paca1245,-,-,-,r,i,k,-,a,-,-
caja1238,-,-,-,r,i,k,-,a,-,-
lamb1276,-,-,-,r,i,k,-,a,-,-
napo1242,-,-,-,r,i,k,-,u,n,a
tena1240,-,-,-,r,i,k,-,u,-,-
sout2990,-,-,-,r,i,k,-,u,n,a
imba1240,-,-,-,r,i,k,-,u,n,a
inga1252,-,-,-,-,-,k,a,w,-,a
cusc1236,-,-,-,r,i,k,-,u,-,-
puno1238,-,-,-,r,i,k,-,u,-,-
east2551,-,-,-,r,i,k,-,u,-,-
east2551,-,-,-,-,-,q,a,w,-,a
ayac1239,-,-,-,r,i,k,-,u,-,-
ayac1239,-,-,-,X,a,w,-,a,-,-
sout2991,-,-,-,r,i,k,-,u,-,-
sant1432,-,-,-,-,-,q,-,a,-,-
chac1250,-,-,-,r,i,k,-,u,-,-
chac1250,-,-,-,-,-,k,a,w,-,a
sanm1289,-,-,-,r,i,k,-,u,-,-
sanm1289,-,-,-,-,-,k,a,w,-,a
jaqa1244,-,-,-,-,i,L,-,a,-,-
cauq1239,-,-,-,-,i,L,-,a,-,-
chip1262,t,S,e,r,z,-,-,-,-,-
